id,nam_sinh,nam_xem,tuoi_mu,pham_tam_tai,chi_tam_tai,pham_kim_lau,ten_kim_lau,pham_hoang_oc,cung_hoang_oc,phep_tinh_kim_lau,nguon,ghi_chu
1989-2046,1989,2046,58,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1989-2047,1989,2047,59,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1989-2048,1989,2048,60,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1989-2049,1989,2049,61,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"61 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1989-2050,1989,2050,62,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"62 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2020,1990,2020,31,khong,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"31 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2021,1990,2021,32,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"32 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2022,1990,2022,33,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"33 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2023,1990,2023,34,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"34 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2024,1990,2024,35,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"35 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2025,1990,2025,36,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"36 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2026,1990,2026,37,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"37 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2027,1990,2027,38,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2028,1990,2028,39,co,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2029,1990,2029,40,co,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2030,1990,2030,41,co,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2031,1990,2031,42,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2032,1990,2032,43,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2033,1990,2033,44,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"44 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2034,1990,2034,45,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"45 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2035,1990,2035,46,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"46 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2036,1990,2036,47,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"47 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2037,1990,2037,48,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"48 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2038,1990,2038,49,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2039,1990,2039,50,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2040,1990,2040,51,co,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2041,1990,2041,52,co,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2042,1990,2042,53,co,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"53 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2043,1990,2043,54,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"54 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2044,1990,2044,55,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"55 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2045,1990,2045,56,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"56 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2046,1990,2046,57,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"57 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2047,1990,2047,58,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2048,1990,2048,59,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2049,1990,2049,60,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1990-2050,1990,2050,61,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"61 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2020,1991,2020,30,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Tam Địa Sát,"30 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2021,1991,2021,31,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"31 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2022,1991,2022,32,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"32 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2023,1991,2023,33,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"33 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2024,1991,2024,34,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"34 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2025,1991,2025,35,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"35 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2026,1991,2026,36,co,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"36 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2027,1991,2027,37,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"37 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2028,1991,2028,38,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2029,1991,2029,39,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2030,1991,2030,40,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2031,1991,2031,41,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2032,1991,2032,42,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2033,1991,2033,43,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2034,1991,2034,44,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"44 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2035,1991,2035,45,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"45 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2036,1991,2036,46,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"46 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2037,1991,2037,47,co,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"47 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2038,1991,2038,48,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"48 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2039,1991,2039,49,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2040,1991,2040,50,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2041,1991,2041,51,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2042,1991,2042,52,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2043,1991,2043,53,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"53 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2044,1991,2044,54,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"54 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2045,1991,2045,55,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"55 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2046,1991,2046,56,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"56 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2047,1991,2047,57,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"57 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2048,1991,2048,58,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2049,1991,2049,59,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1991-2050,1991,2050,60,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2020,1992,2020,29,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"29 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2021,1992,2021,30,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Tam Địa Sát,"30 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2022,1992,2022,31,co,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"31 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2023,1992,2023,32,co,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"32 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2024,1992,2024,33,co,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"33 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2025,1992,2025,34,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"34 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2026,1992,2026,35,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"35 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2027,1992,2027,36,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"36 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2028,1992,2028,37,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"37 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2029,1992,2029,38,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2030,1992,2030,39,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2031,1992,2031,40,khong,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2032,1992,2032,41,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2033,1992,2033,42,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2034,1992,2034,43,co,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2035,1992,2035,44,co,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"44 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2036,1992,2036,45,co,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"45 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2037,1992,2037,46,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"46 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2038,1992,2038,47,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"47 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2039,1992,2039,48,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"48 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2040,1992,2040,49,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2041,1992,2041,50,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2042,1992,2042,51,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1992-2043,1992,2043,52,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
