id,ngay_duong,ngay_am,thang_am,nam_am,thang_nhuan,can_chi_ngay,can_chi_nam,tiet_khi,truc,ngay_hoang_dao,nhi_thap_bat_tu,nguon,ghi_chu
2076-11-25,2076-11-25,29,10,2076,khong,Bính Dần,Bính Thân,Tiểu Tuyết,Bình,khong,Sâm,tinh-toan,
2076-11-26,2076-11-26,1,11,2076,khong,Đinh Mão,Bính Thân,Tiểu Tuyết,Định,khong,Tỉnh,tinh-toan,
2076-11-27,2076-11-27,2,11,2076,khong,Mậu Thìn,Bính Thân,Tiểu Tuyết,Chấp,co,Quỷ,tinh-toan,
2076-11-28,2076-11-28,3,11,2076,khong,Kỷ Tỵ,Bính Thân,Tiểu Tuyết,Phá,khong,Liễu,tinh-toan,
2076-11-29,2076-11-29,4,11,2076,khong,Canh Ngọ,Bính Thân,Tiểu Tuyết,Nguy,co,Tinh,tinh-toan,
2076-11-30,2076-11-30,5,11,2076,khong,Tân Mùi,Bính Thân,Tiểu Tuyết,Thành,co,Trương,tinh-toan,
2076-12-01,2076-12-01,6,11,2076,khong,Nhâm Thân,Bính Thân,Tiểu Tuyết,Thu,khong,Dực,tinh-toan,
2076-12-02,2076-12-02,7,11,2076,khong,Quý Dậu,Bính Thân,Tiểu Tuyết,Khai,khong,Chẩn,tinh-toan,
2076-12-03,2076-12-03,8,11,2076,khong,Giáp Tuất,Bính Thân,Tiểu Tuyết,Bế,co,Giác,tinh-toan,
2076-12-04,2076-12-04,9,11,2076,khong,Ất Hợi,Bính Thân,Tiểu Tuyết,Kiến,co,Cang,tinh-toan,
2076-12-05,2076-12-05,10,11,2076,khong,Bính Tý,Bính Thân,Tiểu Tuyết,Trừ,khong,Đê,tinh-toan,
2076-12-06,2076-12-06,11,11,2076,khong,Đinh Sửu,Bính Thân,Tiểu Tuyết,Mãn,co,Phòng,tinh-toan,
2076-12-07,2076-12-07,12,11,2076,khong,Mậu Dần,Bính Thân,Đại Tuyết,Mãn,khong,Tâm,tinh-toan,
2076-12-08,2076-12-08,13,11,2076,khong,Kỷ Mão,Bính Thân,Đại Tuyết,Bình,co,Vĩ,tinh-toan,
2076-12-09,2076-12-09,14,11,2076,khong,Canh Thìn,Bính Thân,Đại Tuyết,Định,khong,Cơ,tinh-toan,
2076-12-10,2076-12-10,15,11,2076,khong,Tân Tỵ,Bính Thân,Đại Tuyết,Chấp,khong,Đẩu,tinh-toan,
2076-12-11,2076-12-11,16,11,2076,khong,Nhâm Ngọ,Bính Thân,Đại Tuyết,Phá,co,Ngưu,tinh-toan,
2076-12-12,2076-12-12,17,11,2076,khong,Quý Mùi,Bính Thân,Đại Tuyết,Nguy,khong,Nữ,tinh-toan,
2076-12-13,2076-12-13,18,11,2076,khong,Giáp Thân,Bính Thân,Đại Tuyết,Thành,co,Hư,tinh-toan,
2076-12-14,2076-12-14,19,11,2076,khong,Ất Dậu,Bính Thân,Đại Tuyết,Thu,co,Nguy,tinh-toan,
2076-12-15,2076-12-15,20,11,2076,khong,Bính Tuất,Bính Thân,Đại Tuyết,Khai,khong,Thất,tinh-toan,
2076-12-16,2076-12-16,21,11,2076,khong,Đinh Hợi,Bính Thân,Đại Tuyết,Bế,khong,Bích,tinh-toan,
2076-12-17,2076-12-17,22,11,2076,khong,Mậu Tý,Bính Thân,Đại Tuyết,Kiến,co,Khuê,tinh-toan,
2076-12-18,2076-12-18,23,11,2076,khong,Kỷ Sửu,Bính Thân,Đại Tuyết,Trừ,co,Lâu,tinh-toan,
2076-12-19,2076-12-19,24,11,2076,khong,Canh Dần,Bính Thân,Đại Tuyết,Mãn,khong,Vị,tinh-toan,
2076-12-20,2076-12-20,25,11,2076,khong,Tân Mão,Bính Thân,Đại Tuyết,Bình,co,Mão,tinh-toan,
2076-12-21,2076-12-21,26,11,2076,khong,Nhâm Thìn,Bính Thân,Đông Chí,Định,khong,Tất,tinh-toan,
2076-12-22,2076-12-22,27,11,2076,khong,Quý Tỵ,Bính Thân,Đông Chí,Chấp,khong,Chủy,tinh-toan,
2076-12-23,2076-12-23,28,11,2076,khong,Giáp Ngọ,Bính Thân,Đông Chí,Phá,co,Sâm,tinh-toan,
2076-12-24,2076-12-24,29,11,2076,khong,Ất Mùi,Bính Thân,Đông Chí,Nguy,khong,Tỉnh,tinh-toan,
2076-12-25,2076-12-25,30,11,2076,khong,Bính Thân,Bính Thân,Đông Chí,Thành,co,Quỷ,tinh-toan,
2076-12-26,2076-12-26,1,12,2076,khong,Đinh Dậu,Bính Thân,Đông Chí,Thu,co,Liễu,tinh-toan,
2076-12-27,2076-12-27,2,12,2076,khong,Mậu Tuất,Bính Thân,Đông Chí,Khai,khong,Tinh,tinh-toan,
2076-12-28,2076-12-28,3,12,2076,khong,Kỷ Hợi,Bính Thân,Đông Chí,Bế,khong,Trương,tinh-toan,
2076-12-29,2076-12-29,4,12,2076,khong,Canh Tý,Bính Thân,Đông Chí,Kiến,co,Dực,tinh-toan,
2076-12-30,2076-12-30,5,12,2076,khong,Tân Sửu,Bính Thân,Đông Chí,Trừ,co,Chẩn,tinh-toan,
2076-12-31,2076-12-31,6,12,2076,khong,Nhâm Dần,Bính Thân,Đông Chí,Mãn,khong,Giác,tinh-toan,
2077-01-01,2077-01-01,7,12,2076,khong,Quý Mão,Bính Thân,Đông Chí,Bình,co,Cang,tinh-toan,
2077-01-02,2077-01-02,8,12,2076,khong,Giáp Thìn,Bính Thân,Đông Chí,Định,khong,Đê,tinh-toan,
2077-01-03,2077-01-03,9,12,2076,khong,Ất Tỵ,Bính Thân,Đông Chí,Chấp,khong,Phòng,tinh-toan,
2077-01-04,2077-01-04,10,12,2076,khong,Bính Ngọ,Bính Thân,Đông Chí,Phá,co,Tâm,tinh-toan,
2077-01-05,2077-01-05,11,12,2076,khong,Đinh Mùi,Bính Thân,Tiểu Hàn,Phá,khong,Vĩ,tinh-toan,
2077-01-06,2077-01-06,12,12,2076,khong,Mậu Thân,Bính Thân,Tiểu Hàn,Nguy,co,Cơ,tinh-toan,
2077-01-07,2077-01-07,13,12,2076,khong,Kỷ Dậu,Bính Thân,Tiểu Hàn,Thành,khong,Đẩu,tinh-toan,
2077-01-08,2077-01-08,14,12,2076,khong,Canh Tuất,Bính Thân,Tiểu Hàn,Thu,co,Ngưu,tinh-toan,
2077-01-09,2077-01-09,15,12,2076,khong,Tân Hợi,Bính Thân,Tiểu Hàn,Khai,co,Nữ,tinh-toan,
2077-01-10,2077-01-10,16,12,2076,khong,Nhâm Tý,Bính Thân,Tiểu Hàn,Bế,khong,Hư,tinh-toan,
2077-01-11,2077-01-11,17,12,2076,khong,Quý Sửu,Bính Thân,Tiểu Hàn,Kiến,khong,Nguy,tinh-toan,
2077-01-12,2077-01-12,18,12,2076,khong,Giáp Dần,Bính Thân,Tiểu Hàn,Trừ,co,Thất,tinh-toan,
2077-01-13,2077-01-13,19,12,2076,khong,Ất Mão,Bính Thân,Tiểu Hàn,Mãn,co,Bích,tinh-toan,
2077-01-14,2077-01-14,20,12,2076,khong,Bính Thìn,Bính Thân,Tiểu Hàn,Bình,khong,Khuê,tinh-toan,
2077-01-15,2077-01-15,21,12,2076,khong,Đinh Tỵ,Bính Thân,Tiểu Hàn,Định,co,Lâu,tinh-toan,
2077-01-16,2077-01-16,22,12,2076,khong,Mậu Ngọ,Bính Thân,Tiểu Hàn,Chấp,khong,Vị,tinh-toan,
2077-01-17,2077-01-17,23,12,2076,khong,Kỷ Mùi,Bính Thân,Tiểu Hàn,Phá,khong,Mão,tinh-toan,
2077-01-18,2077-01-18,24,12,2076,khong,Canh Thân,Bính Thân,Tiểu Hàn,Nguy,co,Tất,tinh-toan,
2077-01-19,2077-01-19,25,12,2076,khong,Tân Dậu,Bính Thân,Tiểu Hàn,Thành,khong,Chủy,tinh-toan,
2077-01-20,2077-01-20,26,12,2076,khong,Nhâm Tuất,Bính Thân,Đại Hàn,Thu,co,Sâm,tinh-toan,
2077-01-21,2077-01-21,27,12,2076,khong,Quý Hợi,Bính Thân,Đại Hàn,Khai,co,Tỉnh,tinh-toan,
2077-01-22,2077-01-22,28,12,2076,khong,Giáp Tý,Bính Thân,Đại Hàn,Bế,khong,Quỷ,tinh-toan,
2077-01-23,2077-01-23,29,12,2076,khong,Ất Sửu,Bính Thân,Đại Hàn,Kiến,khong,Liễu,tinh-toan,
2077-01-24,2077-01-24,1,1,2077,khong,Bính Dần,Đinh Dậu,Đại Hàn,Trừ,co,Tinh,tinh-toan,
2077-01-25,2077-01-25,2,1,2077,khong,Đinh Mão,Đinh Dậu,Đại Hàn,Mãn,co,Trương,tinh-toan,
2077-01-26,2077-01-26,3,1,2077,khong,Mậu Thìn,Đinh Dậu,Đại Hàn,Bình,khong,Dực,tinh-toan,
2077-01-27,2077-01-27,4,1,2077,khong,Kỷ Tỵ,Đinh Dậu,Đại Hàn,Định,co,Chẩn,tinh-toan,
2077-01-28,2077-01-28,5,1,2077,khong,Canh Ngọ,Đinh Dậu,Đại Hàn,Chấp,khong,Giác,tinh-toan,
2077-01-29,2077-01-29,6,1,2077,khong,Tân Mùi,Đinh Dậu,Đại Hàn,Phá,khong,Cang,tinh-toan,
2077-01-30,2077-01-30,7,1,2077,khong,Nhâm Thân,Đinh Dậu,Đại Hàn,Nguy,co,Đê,tinh-toan,
2077-01-31,2077-01-31,8,1,2077,khong,Quý Dậu,Đinh Dậu,Đại Hàn,Thành,khong,Phòng,tinh-toan,
2077-02-01,2077-02-01,9,1,2077,khong,Giáp Tuất,Đinh Dậu,Đại Hàn,Thu,co,Tâm,tinh-toan,
2077-02-02,2077-02-02,10,1,2077,khong,Ất Hợi,Đinh Dậu,Đại Hàn,Khai,co,Vĩ,tinh-toan,
2077-02-03,2077-02-03,11,1,2077,khong,Bính Tý,Đinh Dậu,Lập Xuân,Khai,co,Cơ,tinh-toan,
2077-02-04,2077-02-04,12,1,2077,khong,Đinh Sửu,Đinh Dậu,Lập Xuân,Bế,co,Đẩu,tinh-toan,
2077-02-05,2077-02-05,13,1,2077,khong,Mậu Dần,Đinh Dậu,Lập Xuân,Kiến,khong,Ngưu,tinh-toan,
2077-02-06,2077-02-06,14,1,2077,khong,Kỷ Mão,Đinh Dậu,Lập Xuân,Trừ,khong,Nữ,tinh-toan,
2077-02-07,2077-02-07,15,1,2077,khong,Canh Thìn,Đinh Dậu,Lập Xuân,Mãn,co,Hư,tinh-toan,
2077-02-08,2077-02-08,16,1,2077,khong,Tân Tỵ,Đinh Dậu,Lập Xuân,Bình,co,Nguy,tinh-toan,
2077-02-09,2077-02-09,17,1,2077,khong,Nhâm Ngọ,Đinh Dậu,Lập Xuân,Định,khong,Thất,tinh-toan,
2077-02-10,2077-02-10,18,1,2077,khong,Quý Mùi,Đinh Dậu,Lập Xuân,Chấp,co,Bích,tinh-toan,
2077-02-11,2077-02-11,19,1,2077,khong,Giáp Thân,Đinh Dậu,Lập Xuân,Phá,khong,Khuê,tinh-toan,
2077-02-12,2077-02-12,20,1,2077,khong,Ất Dậu,Đinh Dậu,Lập Xuân,Nguy,khong,Lâu,tinh-toan,
2077-02-13,2077-02-13,21,1,2077,khong,Bính Tuất,Đinh Dậu,Lập Xuân,Thành,co,Vị,tinh-toan,
2077-02-14,2077-02-14,22,1,2077,khong,Đinh Hợi,Đinh Dậu,Lập Xuân,Thu,khong,Mão,tinh-toan,
2077-02-15,2077-02-15,23,1,2077,khong,Mậu Tý,Đinh Dậu,Lập Xuân,Khai,co,Tất,tinh-toan,
2077-02-16,2077-02-16,24,1,2077,khong,Kỷ Sửu,Đinh Dậu,Lập Xuân,Bế,co,Chủy,tinh-toan,
2077-02-17,2077-02-17,25,1,2077,khong,Canh Dần,Đinh Dậu,Lập Xuân,Kiến,khong,Sâm,tinh-toan,
2077-02-18,2077-02-18,26,1,2077,khong,Tân Mão,Đinh Dậu,Vũ Thủy,Trừ,khong,Tỉnh,tinh-toan,
2077-02-19,2077-02-19,27,1,2077,khong,Nhâm Thìn,Đinh Dậu,Vũ Thủy,Mãn,co,Quỷ,tinh-toan,
2077-02-20,2077-02-20,28,1,2077,khong,Quý Tỵ,Đinh Dậu,Vũ Thủy,Bình,co,Liễu,tinh-toan,
2077-02-21,2077-02-21,29,1,2077,khong,Giáp Ngọ,Đinh Dậu,Vũ Thủy,Định,khong,Tinh,tinh-toan,
2077-02-22,2077-02-22,30,1,2077,khong,Ất Mùi,Đinh Dậu,Vũ Thủy,Chấp,co,Trương,tinh-toan,
2077-02-23,2077-02-23,1,2,2077,khong,Bính Thân,Đinh Dậu,Vũ Thủy,Phá,khong,Dực,tinh-toan,
2077-02-24,2077-02-24,2,2,2077,khong,Đinh Dậu,Đinh Dậu,Vũ Thủy,Nguy,khong,Chẩn,tinh-toan,
2077-02-25,2077-02-25,3,2,2077,khong,Mậu Tuất,Đinh Dậu,Vũ Thủy,Thành,co,Giác,tinh-toan,
2077-02-26,2077-02-26,4,2,2077,khong,Kỷ Hợi,Đinh Dậu,Vũ Thủy,Thu,khong,Cang,tinh-toan,
2077-02-27,2077-02-27,5,2,2077,khong,Canh Tý,Đinh Dậu,Vũ Thủy,Khai,co,Đê,tinh-toan,
2077-02-28,2077-02-28,6,2,2077,khong,Tân Sửu,Đinh Dậu,Vũ Thủy,Bế,co,Phòng,tinh-toan,
2077-03-01,2077-03-01,7,2,2077,khong,Nhâm Dần,Đinh Dậu,Vũ Thủy,Kiến,khong,Tâm,tinh-toan,
2077-03-02,2077-03-02,8,2,2077,khong,Quý Mão,Đinh Dậu,Vũ Thủy,Trừ,khong,Vĩ,tinh-toan,
2077-03-03,2077-03-03,9,2,2077,khong,Giáp Thìn,Đinh Dậu,Vũ Thủy,Mãn,co,Cơ,tinh-toan,
2077-03-04,2077-03-04,10,2,2077,khong,Ất Tỵ,Đinh Dậu,Vũ Thủy,Bình,co,Đẩu,tinh-toan,
2077-03-05,2077-03-05,11,2,2077,khong,Bính Ngọ,Đinh Dậu,Kinh Trập,Bình,co,Ngưu,tinh-toan,
2077-03-06,2077-03-06,12,2,2077,khong,Đinh Mùi,Đinh Dậu,Kinh Trập,Định,co,Nữ,tinh-toan,
2077-03-07,2077-03-07,13,2,2077,khong,Mậu Thân,Đinh Dậu,Kinh Trập,Chấp,khong,Hư,tinh-toan,
2077-03-08,2077-03-08,14,2,2077,khong,Kỷ Dậu,Đinh Dậu,Kinh Trập,Phá,co,Nguy,tinh-toan,
2077-03-09,2077-03-09,15,2,2077,khong,Canh Tuất,Đinh Dậu,Kinh Trập,Nguy,khong,Thất,tinh-toan,
2077-03-10,2077-03-10,16,2,2077,khong,Tân Hợi,Đinh Dậu,Kinh Trập,Thành,khong,Bích,tinh-toan,
2077-03-11,2077-03-11,17,2,2077,khong,Nhâm Tý,Đinh Dậu,Kinh Trập,Thu,co,Khuê,tinh-toan,
2077-03-12,2077-03-12,18,2,2077,khong,Quý Sửu,Đinh Dậu,Kinh Trập,Khai,khong,Lâu,tinh-toan,
2077-03-13,2077-03-13,19,2,2077,khong,Giáp Dần,Đinh Dậu,Kinh Trập,Bế,co,Vị,tinh-toan,
2077-03-14,2077-03-14,20,2,2077,khong,Ất Mão,Đinh Dậu,Kinh Trập,Kiến,co,Mão,tinh-toan,
2077-03-15,2077-03-15,21,2,2077,khong,Bính Thìn,Đinh Dậu,Kinh Trập,Trừ,khong,Tất,tinh-toan,
2077-03-16,2077-03-16,22,2,2077,khong,Đinh Tỵ,Đinh Dậu,Kinh Trập,Mãn,khong,Chủy,tinh-toan,
2077-03-17,2077-03-17,23,2,2077,khong,Mậu Ngọ,Đinh Dậu,Kinh Trập,Bình,co,Sâm,tinh-toan,
2077-03-18,2077-03-18,24,2,2077,khong,Kỷ Mùi,Đinh Dậu,Kinh Trập,Định,co,Tỉnh,tinh-toan,
2077-03-19,2077-03-19,25,2,2077,khong,Canh Thân,Đinh Dậu,Kinh Trập,Chấp,khong,Quỷ,tinh-toan,
2077-03-20,2077-03-20,26,2,2077,khong,Tân Dậu,Đinh Dậu,Xuân Phân,Phá,co,Liễu,tinh-toan,
2077-03-21,2077-03-21,27,2,2077,khong,Nhâm Tuất,Đinh Dậu,Xuân Phân,Nguy,khong,Tinh,tinh-toan,
2077-03-22,2077-03-22,28,2,2077,khong,Quý Hợi,Đinh Dậu,Xuân Phân,Thành,khong,Trương,tinh-toan,
2077-03-23,2077-03-23,29,2,2077,khong,Giáp Tý,Đinh Dậu,Xuân Phân,Thu,co,Dực,tinh-toan,
2077-03-24,2077-03-24,1,3,2077,khong,Ất Sửu,Đinh Dậu,Xuân Phân,Khai,khong,Chẩn,tinh-toan,
2077-03-25,2077-03-25,2,3,2077,khong,Bính Dần,Đinh Dậu,Xuân Phân,Bế,co,Giác,tinh-toan,
2077-03-26,2077-03-26,3,3,2077,khong,Đinh Mão,Đinh Dậu,Xuân Phân,Kiến,co,Cang,tinh-toan,
2077-03-27,2077-03-27,4,3,2077,khong,Mậu Thìn,Đinh Dậu,Xuân Phân,Trừ,khong,Đê,tinh-toan,
2077-03-28,2077-03-28,5,3,2077,khong,Kỷ Tỵ,Đinh Dậu,Xuân Phân,Mãn,khong,Phòng,tinh-toan,
2077-03-29,2077-03-29,6,3,2077,khong,Canh Ngọ,Đinh Dậu,Xuân Phân,Bình,co,Tâm,tinh-toan,
2077-03-30,2077-03-30,7,3,2077,khong,Tân Mùi,Đinh Dậu,Xuân Phân,Định,co,Vĩ,tinh-toan,
2077-03-31,2077-03-31,8,3,2077,khong,Nhâm Thân,Đinh Dậu,Xuân Phân,Chấp,khong,Cơ,tinh-toan,
2077-04-01,2077-04-01,9,3,2077,khong,Quý Dậu,Đinh Dậu,Xuân Phân,Phá,co,Đẩu,tinh-toan,
2077-04-02,2077-04-02,10,3,2077,khong,Giáp Tuất,Đinh Dậu,Xuân Phân,Nguy,khong,Ngưu,tinh-toan,
2077-04-03,2077-04-03,11,3,2077,khong,Ất Hợi,Đinh Dậu,Xuân Phân,Thành,khong,Nữ,tinh-toan,
2077-04-04,2077-04-04,12,3,2077,khong,Bính Tý,Đinh Dậu,Thanh Minh,Thành,khong,Hư,tinh-toan,
2077-04-05,2077-04-05,13,3,2077,khong,Đinh Sửu,Đinh Dậu,Thanh Minh,Thu,khong,Nguy,tinh-toan,
2077-04-06,2077-04-06,14,3,2077,khong,Mậu Dần,Đinh Dậu,Thanh Minh,Khai,co,Thất,tinh-toan,
2077-04-07,2077-04-07,15,3,2077,khong,Kỷ Mão,Đinh Dậu,Thanh Minh,Bế,khong,Bích,tinh-toan,
2077-04-08,2077-04-08,16,3,2077,khong,Canh Thìn,Đinh Dậu,Thanh Minh,Kiến,co,Khuê,tinh-toan,
2077-04-09,2077-04-09,17,3,2077,khong,Tân Tỵ,Đinh Dậu,Thanh Minh,Trừ,co,Lâu,tinh-toan,
2077-04-10,2077-04-10,18,3,2077,khong,Nhâm Ngọ,Đinh Dậu,Thanh Minh,Mãn,khong,Vị,tinh-toan,
2077-04-11,2077-04-11,19,3,2077,khong,Quý Mùi,Đinh Dậu,Thanh Minh,Bình,khong,Mão,tinh-toan,
2077-04-12,2077-04-12,20,3,2077,khong,Giáp Thân,Đinh Dậu,Thanh Minh,Định,co,Tất,tinh-toan,
2077-04-13,2077-04-13,21,3,2077,khong,Ất Dậu,Đinh Dậu,Thanh Minh,Chấp,co,Chủy,tinh-toan,
2077-04-14,2077-04-14,22,3,2077,khong,Bính Tuất,Đinh Dậu,Thanh Minh,Phá,khong,Sâm,tinh-toan,
2077-04-15,2077-04-15,23,3,2077,khong,Đinh Hợi,Đinh Dậu,Thanh Minh,Nguy,co,Tỉnh,tinh-toan,
2077-04-16,2077-04-16,24,3,2077,khong,Mậu Tý,Đinh Dậu,Thanh Minh,Thành,khong,Quỷ,tinh-toan,
2077-04-17,2077-04-17,25,3,2077,khong,Kỷ Sửu,Đinh Dậu,Thanh Minh,Thu,khong,Liễu,tinh-toan,
2077-04-18,2077-04-18,26,3,2077,khong,Canh Dần,Đinh Dậu,Thanh Minh,Khai,co,Tinh,tinh-toan,
2077-04-19,2077-04-19,27,3,2077,khong,Tân Mão,Đinh Dậu,Thanh Minh,Bế,khong,Trương,tinh-toan,
2077-04-20,2077-04-20,28,3,2077,khong,Nhâm Thìn,Đinh Dậu,Cốc Vũ,Kiến,co,Dực,tinh-toan,
2077-04-21,2077-04-21,29,3,2077,khong,Quý Tỵ,Đinh Dậu,Cốc Vũ,Trừ,co,Chẩn,tinh-toan,
2077-04-22,2077-04-22,30,3,2077,khong,Giáp Ngọ,Đinh Dậu,Cốc Vũ,Mãn,khong,Giác,tinh-toan,
2077-04-23,2077-04-23,1,4,2077,khong,Ất Mùi,Đinh Dậu,Cốc Vũ,Bình,khong,Cang,tinh-toan,
2077-04-24,2077-04-24,2,4,2077,khong,Bính Thân,Đinh Dậu,Cốc Vũ,Định,co,Đê,tinh-toan,
2077-04-25,2077-04-25,3,4,2077,khong,Đinh Dậu,Đinh Dậu,Cốc Vũ,Chấp,co,Phòng,tinh-toan,
2077-04-26,2077-04-26,4,4,2077,khong,Mậu Tuất,Đinh Dậu,Cốc Vũ,Phá,khong,Tâm,tinh-toan,
2077-04-27,2077-04-27,5,4,2077,khong,Kỷ Hợi,Đinh Dậu,Cốc Vũ,Nguy,co,Vĩ,tinh-toan,
2077-04-28,2077-04-28,6,4,2077,khong,Canh Tý,Đinh Dậu,Cốc Vũ,Thành,khong,Cơ,tinh-toan,
2077-04-29,2077-04-29,7,4,2077,khong,Tân Sửu,Đinh Dậu,Cốc Vũ,Thu,khong,Đẩu,tinh-toan,
2077-04-30,2077-04-30,8,4,2077,khong,Nhâm Dần,Đinh Dậu,Cốc Vũ,Khai,co,Ngưu,tinh-toan,
2077-05-01,2077-05-01,9,4,2077,khong,Quý Mão,Đinh Dậu,Cốc Vũ,Bế,khong,Nữ,tinh-toan,
2077-05-02,2077-05-02,10,4,2077,khong,Giáp Thìn,Đinh Dậu,Cốc Vũ,Kiến,co,Hư,tinh-toan,
2077-05-03,2077-05-03,11,4,2077,khong,Ất Tỵ,Đinh Dậu,Cốc Vũ,Trừ,co,Nguy,tinh-toan,
2077-05-04,2077-05-04,12,4,2077,khong,Bính Ngọ,Đinh Dậu,Cốc Vũ,Mãn,khong,Thất,tinh-toan,
2077-05-05,2077-05-05,13,4,2077,khong,Đinh Mùi,Đinh Dậu,Lập Hạ,Mãn,co,Bích,tinh-toan,
2077-05-06,2077-05-06,14,4,2077,khong,Mậu Thân,Đinh Dậu,Lập Hạ,Bình,khong,Khuê,tinh-toan,
2077-05-07,2077-05-07,15,4,2077,khong,Kỷ Dậu,Đinh Dậu,Lập Hạ,Định,khong,Lâu,tinh-toan,
2077-05-08,2077-05-08,16,4,2077,khong,Canh Tuất,Đinh Dậu,Lập Hạ,Chấp,co,Vị,tinh-toan,
2077-05-09,2077-05-09,17,4,2077,khong,Tân Hợi,Đinh Dậu,Lập Hạ,Phá,co,Mão,tinh-toan,
2077-05-10,2077-05-10,18,4,2077,khong,Nhâm Tý,Đinh Dậu,Lập Hạ,Nguy,khong,Tất,tinh-toan,
2077-05-11,2077-05-11,19,4,2077,khong,Quý Sửu,Đinh Dậu,Lập Hạ,Thành,co,Chủy,tinh-toan,
2077-05-12,2077-05-12,20,4,2077,khong,Giáp Dần,Đinh Dậu,Lập Hạ,Thu,khong,Sâm,tinh-toan,
2077-05-13,2077-05-13,21,4,2077,khong,Ất Mão,Đinh Dậu,Lập Hạ,Khai,khong,Tỉnh,tinh-toan,
2077-05-14,2077-05-14,22,4,2077,khong,Bính Thìn,Đinh Dậu,Lập Hạ,Bế,co,Quỷ,tinh-toan,
2077-05-15,2077-05-15,23,4,2077,khong,Đinh Tỵ,Đinh Dậu,Lập Hạ,Kiến,khong,Liễu,tinh-toan,
2077-05-16,2077-05-16,24,4,2077,khong,Mậu Ngọ,Đinh Dậu,Lập Hạ,Trừ,co,Tinh,tinh-toan,
2077-05-17,2077-05-17,25,4,2077,khong,Kỷ Mùi,Đinh Dậu,Lập Hạ,Mãn,co,Trương,tinh-toan,
2077-05-18,2077-05-18,26,4,2077,khong,Canh Thân,Đinh Dậu,Lập Hạ,Bình,khong,Dực,tinh-toan,
2077-05-19,2077-05-19,27,4,2077,khong,Tân Dậu,Đinh Dậu,Lập Hạ,Định,khong,Chẩn,tinh-toan,
2077-05-20,2077-05-20,28,4,2077,khong,Nhâm Tuất,Đinh Dậu,Lập Hạ,Chấp,co,Giác,tinh-toan,
2077-05-21,2077-05-21,29,4,2077,khong,Quý Hợi,Đinh Dậu,Tiểu Mãn,Phá,co,Cang,tinh-toan,
2077-05-22,2077-05-22,1,4,2077,co,Giáp Tý,Đinh Dậu,Tiểu Mãn,Nguy,khong,Đê,tinh-toan,
2077-05-23,2077-05-23,2,4,2077,co,Ất Sửu,Đinh Dậu,Tiểu Mãn,Thành,co,Phòng,tinh-toan,
2077-05-24,2077-05-24,3,4,2077,co,Bính Dần,Đinh Dậu,Tiểu Mãn,Thu,khong,Tâm,tinh-toan,
2077-05-25,2077-05-25,4,4,2077,co,Đinh Mão,Đinh Dậu,Tiểu Mãn,Khai,khong,Vĩ,tinh-toan,
2077-05-26,2077-05-26,5,4,2077,co,Mậu Thìn,Đinh Dậu,Tiểu Mãn,Bế,co,Cơ,tinh-toan,
2077-05-27,2077-05-27,6,4,2077,co,Kỷ Tỵ,Đinh Dậu,Tiểu Mãn,Kiến,khong,Đẩu,tinh-toan,
2077-05-28,2077-05-28,7,4,2077,co,Canh Ngọ,Đinh Dậu,Tiểu Mãn,Trừ,co,Ngưu,tinh-toan,
2077-05-29,2077-05-29,8,4,2077,co,Tân Mùi,Đinh Dậu,Tiểu Mãn,Mãn,co,Nữ,tinh-toan,
2077-05-30,2077-05-30,9,4,2077,co,Nhâm Thân,Đinh Dậu,Tiểu Mãn,Bình,khong,Hư,tinh-toan,
2077-05-31,2077-05-31,10,4,2077,co,Quý Dậu,Đinh Dậu,Tiểu Mãn,Định,khong,Nguy,tinh-toan,
2077-06-01,2077-06-01,11,4,2077,co,Giáp Tuất,Đinh Dậu,Tiểu Mãn,Chấp,co,Thất,tinh-toan,
2077-06-02,2077-06-02,12,4,2077,co,Ất Hợi,Đinh Dậu,Tiểu Mãn,Phá,co,Bích,tinh-toan,
2077-06-03,2077-06-03,13,4,2077,co,Bính Tý,Đinh Dậu,Tiểu Mãn,Nguy,khong,Khuê,tinh-toan,
2077-06-04,2077-06-04,14,4,2077,co,Đinh Sửu,Đinh Dậu,Tiểu Mãn,Thành,co,Lâu,tinh-toan,
2077-06-05,2077-06-05,15,4,2077,co,Mậu Dần,Đinh Dậu,Mang Chủng,Thành,khong,Vị,tinh-toan,
2077-06-06,2077-06-06,16,4,2077,co,Kỷ Mão,Đinh Dậu,Mang Chủng,Thu,co,Mão,tinh-toan,
2077-06-07,2077-06-07,17,4,2077,co,Canh Thìn,Đinh Dậu,Mang Chủng,Khai,khong,Tất,tinh-toan,
2077-06-08,2077-06-08,18,4,2077,co,Tân Tỵ,Đinh Dậu,Mang Chủng,Bế,khong,Chủy,tinh-toan,
2077-06-09,2077-06-09,19,4,2077,co,Nhâm Ngọ,Đinh Dậu,Mang Chủng,Kiến,co,Sâm,tinh-toan,
2077-06-10,2077-06-10,20,4,2077,co,Quý Mùi,Đinh Dậu,Mang Chủng,Trừ,khong,Tỉnh,tinh-toan,
2077-06-11,2077-06-11,21,4,2077,co,Giáp Thân,Đinh Dậu,Mang Chủng,Mãn,co,Quỷ,tinh-toan,
2077-06-12,2077-06-12,22,4,2077,co,Ất Dậu,Đinh Dậu,Mang Chủng,Bình,co,Liễu,tinh-toan,
2077-06-13,2077-06-13,23,4,2077,co,Bính Tuất,Đinh Dậu,Mang Chủng,Định,khong,Tinh,tinh-toan,
