id,nam_sinh,gioi_tinh,cung_phi,que_menh,nhom_menh,huong_tot,huong_xau,nguon,ghi_chu
1900-nam,1900,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2029-nam,2029,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2029-nu,2029,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2030-nam,2030,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2030-nu,2030,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2031-nam,2031,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2031-nu,2031,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2032-nam,2032,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2032-nu,2032,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2033-nam,2033,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2033-nu,2033,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2034-nam,2034,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2034-nu,2034,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2035-nam,2035,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2035-nu,2035,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2036-nam,2036,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2036-nu,2036,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2037-nam,2037,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2037-nu,2037,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2038-nam,2038,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2038-nu,2038,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2039-nam,2039,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2039-nu,2039,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2040-nam,2040,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2040-nu,2040,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2041-nam,2041,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2041-nu,2041,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2042-nam,2042,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2042-nu,2042,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2043-nam,2043,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2043-nu,2043,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2044-nam,2044,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2044-nu,2044,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2045-nam,2045,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2045-nu,2045,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2046-nam,2046,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2046-nu,2046,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2047-nam,2047,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2047-nu,2047,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2048-nam,2048,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2048-nu,2048,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2049-nam,2049,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2049-nu,2049,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2050-nam,2050,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2050-nu,2050,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2051-nam,2051,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2051-nu,2051,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2052-nam,2052,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2052-nu,2052,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2053-nam,2053,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2053-nu,2053,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2054-nam,2054,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2054-nu,2054,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2055-nam,2055,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2055-nu,2055,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2056-nam,2056,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2056-nu,2056,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2057-nam,2057,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2057-nu,2057,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2058-nam,2058,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2058-nu,2058,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2059-nam,2059,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2059-nu,2059,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2060-nam,2060,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2060-nu,2060,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2061-nam,2061,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2061-nu,2061,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2062-nam,2062,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2062-nu,2062,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2063-nam,2063,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2063-nu,2063,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2064-nam,2064,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2064-nu,2064,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2065-nam,2065,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2065-nu,2065,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2066-nam,2066,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2066-nu,2066,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2067-nam,2067,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2067-nu,2067,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2068-nam,2068,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2068-nu,2068,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2069-nam,2069,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2069-nu,2069,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2070-nam,2070,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2070-nu,2070,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2071-nam,2071,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2071-nu,2071,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
