id,nam,ten,ten_en,kinh_do,ngay_bat_dau,gio,phut,sat_nua_dem,nguon,ghi_chu
2062-18,2062,Đông Chí,Winter Solstice,270,2062-12-21,21,28,khong,tinh-toan,
2063-19,2063,Tiểu Hàn,Minor Cold,285,2063-01-05,14,47,khong,tinh-toan,
2063-20,2063,Đại Hàn,Major Cold,300,2063-01-20,8,9,khong,tinh-toan,
2063-21,2063,Lập Xuân,Start of Spring,315,2063-02-04,2,21,khong,tinh-toan,
2063-22,2063,Vũ Thủy,Rain Water,330,2063-02-18,22,8,khong,tinh-toan,
2063-23,2063,Kinh Trập,Awakening of Insects,345,2063-03-05,20,6,khong,tinh-toan,
2063-00,2063,Xuân Phân,Vernal Equinox,0,2063-03-20,20,46,khong,tinh-toan,
2063-01,2063,Thanh Minh,Clear and Bright,15,2063-04-05,0,29,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2063-02,2063,Cốc Vũ,Grain Rain,30,2063-04-20,7,22,khong,tinh-toan,
2063-03,2063,Lập Hạ,Start of Summer,45,2063-05-05,17,21,khong,tinh-toan,
2063-04,2063,Tiểu Mãn,Grain Buds,60,2063-05-21,6,7,khong,tinh-toan,
2063-05,2063,Mang Chủng,Grain in Ear,75,2063-06-05,21,10,khong,tinh-toan,
2063-06,2063,Hạ Chí,Summer Solstice,90,2063-06-21,13,49,khong,tinh-toan,
2063-07,2063,Tiểu Thử,Minor Heat,105,2063-07-07,7,17,khong,tinh-toan,
2063-08,2063,Đại Thử,Major Heat,120,2063-07-23,0,41,khong,tinh-toan,
2063-09,2063,Lập Thu,Start of Autumn,135,2063-08-07,17,11,khong,tinh-toan,
2063-10,2063,Xử Thử,End of Heat,150,2063-08-23,7,58,khong,tinh-toan,
2063-11,2063,Bạch Lộ,White Dew,165,2063-09-07,20,24,khong,tinh-toan,
2063-12,2063,Thu Phân,Autumnal Equinox,180,2063-09-23,5,59,khong,tinh-toan,
2063-13,2063,Hàn Lộ,Cold Dew,195,2063-10-08,12,28,khong,tinh-toan,
2063-14,2063,Sương Giáng,Frost Descent,210,2063-10-23,15,46,khong,tinh-toan,
2063-15,2063,Lập Đông,Start of Winter,225,2063-11-07,16,5,khong,tinh-toan,
2063-16,2063,Tiểu Tuyết,Minor Snow,240,2063-11-22,13,44,khong,tinh-toan,
2063-17,2063,Đại Tuyết,Major Snow,255,2063-12-07,9,15,khong,tinh-toan,
2063-18,2063,Đông Chí,Winter Solstice,270,2063-12-22,3,18,khong,tinh-toan,
2064-19,2064,Tiểu Hàn,Minor Cold,285,2064-01-05,20,37,khong,tinh-toan,
2064-20,2064,Đại Hàn,Major Cold,300,2064-01-20,13,59,khong,tinh-toan,
2064-21,2064,Lập Xuân,Start of Spring,315,2064-02-04,8,11,khong,tinh-toan,
2064-22,2064,Vũ Thủy,Rain Water,330,2064-02-19,3,57,khong,tinh-toan,
2064-23,2064,Kinh Trập,Awakening of Insects,345,2064-03-05,1,55,khong,tinh-toan,
2064-00,2064,Xuân Phân,Vernal Equinox,0,2064-03-20,2,35,khong,tinh-toan,
2064-01,2064,Thanh Minh,Clear and Bright,15,2064-04-04,6,18,khong,tinh-toan,
2064-02,2064,Cốc Vũ,Grain Rain,30,2064-04-19,13,11,khong,tinh-toan,
2064-03,2064,Lập Hạ,Start of Summer,45,2064-05-04,23,9,khong,tinh-toan,
2064-04,2064,Tiểu Mãn,Grain Buds,60,2064-05-20,11,55,khong,tinh-toan,
2064-05,2064,Mang Chủng,Grain in Ear,75,2064-06-05,2,58,khong,tinh-toan,
2064-06,2064,Hạ Chí,Summer Solstice,90,2064-06-20,19,37,khong,tinh-toan,
2064-07,2064,Tiểu Thử,Minor Heat,105,2064-07-06,13,5,khong,tinh-toan,
2064-08,2064,Đại Thử,Major Heat,120,2064-07-22,6,29,khong,tinh-toan,
2064-09,2064,Lập Thu,Start of Autumn,135,2064-08-06,22,59,khong,tinh-toan,
2064-10,2064,Xử Thử,End of Heat,150,2064-08-22,13,46,khong,tinh-toan,
2064-11,2064,Bạch Lộ,White Dew,165,2064-09-07,2,12,khong,tinh-toan,
2064-12,2064,Thu Phân,Autumnal Equinox,180,2064-09-22,11,47,khong,tinh-toan,
2064-13,2064,Hàn Lộ,Cold Dew,195,2064-10-07,18,17,khong,tinh-toan,
2064-14,2064,Sương Giáng,Frost Descent,210,2064-10-22,21,35,khong,tinh-toan,
2064-15,2064,Lập Đông,Start of Winter,225,2064-11-06,21,54,khong,tinh-toan,
2064-16,2064,Tiểu Tuyết,Minor Snow,240,2064-11-21,19,33,khong,tinh-toan,
2064-17,2064,Đại Tuyết,Major Snow,255,2064-12-06,15,5,khong,tinh-toan,
2064-18,2064,Đông Chí,Winter Solstice,270,2064-12-21,9,7,khong,tinh-toan,
2065-19,2065,Tiểu Hàn,Minor Cold,285,2065-01-05,2,27,khong,tinh-toan,
2065-20,2065,Đại Hàn,Major Cold,300,2065-01-19,19,49,khong,tinh-toan,
2065-21,2065,Lập Xuân,Start of Spring,315,2065-02-03,14,1,khong,tinh-toan,
2065-22,2065,Vũ Thủy,Rain Water,330,2065-02-18,9,46,khong,tinh-toan,
2065-23,2065,Kinh Trập,Awakening of Insects,345,2065-03-05,7,44,khong,tinh-toan,
2065-00,2065,Xuân Phân,Vernal Equinox,0,2065-03-20,8,24,khong,tinh-toan,
2065-01,2065,Thanh Minh,Clear and Bright,15,2065-04-04,12,7,khong,tinh-toan,
2065-02,2065,Cốc Vũ,Grain Rain,30,2065-04-19,19,0,khong,tinh-toan,
2065-03,2065,Lập Hạ,Start of Summer,45,2065-05-05,4,58,khong,tinh-toan,
2065-04,2065,Tiểu Mãn,Grain Buds,60,2065-05-20,17,43,khong,tinh-toan,
2065-05,2065,Mang Chủng,Grain in Ear,75,2065-06-05,8,46,khong,tinh-toan,
2065-06,2065,Hạ Chí,Summer Solstice,90,2065-06-21,1,25,khong,tinh-toan,
2065-07,2065,Tiểu Thử,Minor Heat,105,2065-07-06,18,53,khong,tinh-toan,
2065-08,2065,Đại Thử,Major Heat,120,2065-07-22,12,17,khong,tinh-toan,
2065-09,2065,Lập Thu,Start of Autumn,135,2065-08-07,4,46,khong,tinh-toan,
2065-10,2065,Xử Thử,End of Heat,150,2065-08-22,19,34,khong,tinh-toan,
2065-11,2065,Bạch Lộ,White Dew,165,2065-09-07,8,0,khong,tinh-toan,
2065-12,2065,Thu Phân,Autumnal Equinox,180,2065-09-22,17,36,khong,tinh-toan,
2065-13,2065,Hàn Lộ,Cold Dew,195,2065-10-08,0,5,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2065-14,2065,Sương Giáng,Frost Descent,210,2065-10-23,3,25,khong,tinh-toan,
2065-15,2065,Lập Đông,Start of Winter,225,2065-11-07,3,43,khong,tinh-toan,
2065-16,2065,Tiểu Tuyết,Minor Snow,240,2065-11-22,1,22,khong,tinh-toan,
2065-17,2065,Đại Tuyết,Major Snow,255,2065-12-06,20,54,khong,tinh-toan,
2065-18,2065,Đông Chí,Winter Solstice,270,2065-12-21,14,57,khong,tinh-toan,
2066-19,2066,Tiểu Hàn,Minor Cold,285,2066-01-05,8,16,khong,tinh-toan,
2066-20,2066,Đại Hàn,Major Cold,300,2066-01-20,1,38,khong,tinh-toan,
2066-21,2066,Lập Xuân,Start of Spring,315,2066-02-03,19,50,khong,tinh-toan,
2066-22,2066,Vũ Thủy,Rain Water,330,2066-02-18,15,36,khong,tinh-toan,
2066-23,2066,Kinh Trập,Awakening of Insects,345,2066-03-05,13,33,khong,tinh-toan,
2066-00,2066,Xuân Phân,Vernal Equinox,0,2066-03-20,14,13,khong,tinh-toan,
2066-01,2066,Thanh Minh,Clear and Bright,15,2066-04-04,17,56,khong,tinh-toan,
2066-02,2066,Cốc Vũ,Grain Rain,30,2066-04-20,0,48,khong,tinh-toan,
2066-03,2066,Lập Hạ,Start of Summer,45,2066-05-05,10,46,khong,tinh-toan,
2066-04,2066,Tiểu Mãn,Grain Buds,60,2066-05-20,23,31,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2066-05,2066,Mang Chủng,Grain in Ear,75,2066-06-05,14,34,khong,tinh-toan,
2066-06,2066,Hạ Chí,Summer Solstice,90,2066-06-21,7,13,khong,tinh-toan,
2066-07,2066,Tiểu Thử,Minor Heat,105,2066-07-07,0,40,khong,tinh-toan,
2066-08,2066,Đại Thử,Major Heat,120,2066-07-22,18,5,khong,tinh-toan,
2066-09,2066,Lập Thu,Start of Autumn,135,2066-08-07,10,34,khong,tinh-toan,
2066-10,2066,Xử Thử,End of Heat,150,2066-08-23,1,22,khong,tinh-toan,
2066-11,2066,Bạch Lộ,White Dew,165,2066-09-07,13,49,khong,tinh-toan,
2066-12,2066,Thu Phân,Autumnal Equinox,180,2066-09-22,23,24,khong,tinh-toan,
2066-13,2066,Hàn Lộ,Cold Dew,195,2066-10-08,5,54,khong,tinh-toan,
2066-14,2066,Sương Giáng,Frost Descent,210,2066-10-23,9,13,khong,tinh-toan,
2066-15,2066,Lập Đông,Start of Winter,225,2066-11-07,9,32,khong,tinh-toan,
2066-16,2066,Tiểu Tuyết,Minor Snow,240,2066-11-22,7,11,khong,tinh-toan,
2066-17,2066,Đại Tuyết,Major Snow,255,2066-12-07,2,43,khong,tinh-toan,
2066-18,2066,Đông Chí,Winter Solstice,270,2066-12-21,20,47,khong,tinh-toan,
2067-19,2067,Tiểu Hàn,Minor Cold,285,2067-01-05,14,6,khong,tinh-toan,
2067-20,2067,Đại Hàn,Major Cold,300,2067-01-20,7,28,khong,tinh-toan,
2067-21,2067,Lập Xuân,Start of Spring,315,2067-02-04,1,40,khong,tinh-toan,
2067-22,2067,Vũ Thủy,Rain Water,330,2067-02-18,21,25,khong,tinh-toan,
2067-23,2067,Kinh Trập,Awakening of Insects,345,2067-03-05,19,23,khong,tinh-toan,
2067-00,2067,Xuân Phân,Vernal Equinox,0,2067-03-20,20,2,khong,tinh-toan,
2067-01,2067,Thanh Minh,Clear and Bright,15,2067-04-04,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2067-02,2067,Cốc Vũ,Grain Rain,30,2067-04-20,6,37,khong,tinh-toan,
2067-03,2067,Lập Hạ,Start of Summer,45,2067-05-05,16,35,khong,tinh-toan,
2067-04,2067,Tiểu Mãn,Grain Buds,60,2067-05-21,5,20,khong,tinh-toan,
2067-05,2067,Mang Chủng,Grain in Ear,75,2067-06-05,20,22,khong,tinh-toan,
2067-06,2067,Hạ Chí,Summer Solstice,90,2067-06-21,13,1,khong,tinh-toan,
2067-07,2067,Tiểu Thử,Minor Heat,105,2067-07-07,6,28,khong,tinh-toan,
2067-08,2067,Đại Thử,Major Heat,120,2067-07-22,23,53,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2067-09,2067,Lập Thu,Start of Autumn,135,2067-08-07,16,22,khong,tinh-toan,
2067-10,2067,Xử Thử,End of Heat,150,2067-08-23,7,10,khong,tinh-toan,
2067-11,2067,Bạch Lộ,White Dew,165,2067-09-07,19,37,khong,tinh-toan,
2067-12,2067,Thu Phân,Autumnal Equinox,180,2067-09-23,5,14,khong,tinh-toan,
2067-13,2067,Hàn Lộ,Cold Dew,195,2067-10-08,11,43,khong,tinh-toan,
2067-14,2067,Sương Giáng,Frost Descent,210,2067-10-23,15,2,khong,tinh-toan,
2067-15,2067,Lập Đông,Start of Winter,225,2067-11-07,15,21,khong,tinh-toan,
2067-16,2067,Tiểu Tuyết,Minor Snow,240,2067-11-22,13,1,khong,tinh-toan,
2067-17,2067,Đại Tuyết,Major Snow,255,2067-12-07,8,33,khong,tinh-toan,
2067-18,2067,Đông Chí,Winter Solstice,270,2067-12-22,2,36,khong,tinh-toan,
2068-19,2068,Tiểu Hàn,Minor Cold,285,2068-01-05,19,55,khong,tinh-toan,
2068-20,2068,Đại Hàn,Major Cold,300,2068-01-20,13,18,khong,tinh-toan,
2068-21,2068,Lập Xuân,Start of Spring,315,2068-02-04,7,29,khong,tinh-toan,
2068-22,2068,Vũ Thủy,Rain Water,330,2068-02-19,3,14,khong,tinh-toan,
2068-23,2068,Kinh Trập,Awakening of Insects,345,2068-03-05,1,12,khong,tinh-toan,
2068-00,2068,Xuân Phân,Vernal Equinox,0,2068-03-20,1,51,khong,tinh-toan,
2068-01,2068,Thanh Minh,Clear and Bright,15,2068-04-04,5,33,khong,tinh-toan,
2068-02,2068,Cốc Vũ,Grain Rain,30,2068-04-19,12,25,khong,tinh-toan,
2068-03,2068,Lập Hạ,Start of Summer,45,2068-05-04,22,23,khong,tinh-toan,
2068-04,2068,Tiểu Mãn,Grain Buds,60,2068-05-20,11,8,khong,tinh-toan,
2068-05,2068,Mang Chủng,Grain in Ear,75,2068-06-05,2,10,khong,tinh-toan,
2068-06,2068,Hạ Chí,Summer Solstice,90,2068-06-20,18,49,khong,tinh-toan,
2068-07,2068,Tiểu Thử,Minor Heat,105,2068-07-06,12,16,khong,tinh-toan,
2068-08,2068,Đại Thử,Major Heat,120,2068-07-22,5,41,khong,tinh-toan,
2068-09,2068,Lập Thu,Start of Autumn,135,2068-08-06,22,10,khong,tinh-toan,
2068-10,2068,Xử Thử,End of Heat,150,2068-08-22,12,58,khong,tinh-toan,
2068-11,2068,Bạch Lộ,White Dew,165,2068-09-07,1,25,khong,tinh-toan,
2068-12,2068,Thu Phân,Autumnal Equinox,180,2068-09-22,11,2,khong,tinh-toan,
2068-13,2068,Hàn Lộ,Cold Dew,195,2068-10-07,17,32,khong,tinh-toan,
2068-14,2068,Sương Giáng,Frost Descent,210,2068-10-22,20,51,khong,tinh-toan,
2068-15,2068,Lập Đông,Start of Winter,225,2068-11-06,21,11,khong,tinh-toan,
2068-16,2068,Tiểu Tuyết,Minor Snow,240,2068-11-21,18,50,khong,tinh-toan,
2068-17,2068,Đại Tuyết,Major Snow,255,2068-12-06,14,22,khong,tinh-toan,
2068-18,2068,Đông Chí,Winter Solstice,270,2068-12-21,8,26,khong,tinh-toan,
2069-19,2069,Tiểu Hàn,Minor Cold,285,2069-01-05,1,45,khong,tinh-toan,
2069-20,2069,Đại Hàn,Major Cold,300,2069-01-19,19,7,khong,tinh-toan,
2069-21,2069,Lập Xuân,Start of Spring,315,2069-02-03,13,19,khong,tinh-toan,
2069-22,2069,Vũ Thủy,Rain Water,330,2069-02-18,9,4,khong,tinh-toan,
2069-23,2069,Kinh Trập,Awakening of Insects,345,2069-03-05,7,1,khong,tinh-toan,
2069-00,2069,Xuân Phân,Vernal Equinox,0,2069-03-20,7,40,khong,tinh-toan,
2069-01,2069,Thanh Minh,Clear and Bright,15,2069-04-04,11,22,khong,tinh-toan,
2069-02,2069,Cốc Vũ,Grain Rain,30,2069-04-19,18,14,khong,tinh-toan,
2069-03,2069,Lập Hạ,Start of Summer,45,2069-05-05,4,11,khong,tinh-toan,
2069-04,2069,Tiểu Mãn,Grain Buds,60,2069-05-20,16,56,khong,tinh-toan,
2069-05,2069,Mang Chủng,Grain in Ear,75,2069-06-05,7,58,khong,tinh-toan,
2069-06,2069,Hạ Chí,Summer Solstice,90,2069-06-21,0,37,khong,tinh-toan,
2069-07,2069,Tiểu Thử,Minor Heat,105,2069-07-06,18,4,khong,tinh-toan,
2069-08,2069,Đại Thử,Major Heat,120,2069-07-22,11,29,khong,tinh-toan,
2069-09,2069,Lập Thu,Start of Autumn,135,2069-08-07,3,59,khong,tinh-toan,
2069-10,2069,Xử Thử,End of Heat,150,2069-08-22,18,46,khong,tinh-toan,
2069-11,2069,Bạch Lộ,White Dew,165,2069-09-07,7,14,khong,tinh-toan,
2069-12,2069,Thu Phân,Autumnal Equinox,180,2069-09-22,16,50,khong,tinh-toan,
2069-13,2069,Hàn Lộ,Cold Dew,195,2069-10-07,23,20,khong,tinh-toan,
2069-14,2069,Sương Giáng,Frost Descent,210,2069-10-23,2,40,khong,tinh-toan,
2069-15,2069,Lập Đông,Start of Winter,225,2069-11-07,2,59,khong,tinh-toan,
2069-16,2069,Tiểu Tuyết,Minor Snow,240,2069-11-22,0,39,khong,tinh-toan,
2069-17,2069,Đại Tuyết,Major Snow,255,2069-12-06,20,12,khong,tinh-toan,
2069-18,2069,Đông Chí,Winter Solstice,270,2069-12-21,14,15,khong,tinh-toan,
2070-19,2070,Tiểu Hàn,Minor Cold,285,2070-01-05,7,34,khong,tinh-toan,
2070-20,2070,Đại Hàn,Major Cold,300,2070-01-20,0,57,khong,tinh-toan,
2070-21,2070,Lập Xuân,Start of Spring,315,2070-02-03,19,8,khong,tinh-toan,
2070-22,2070,Vũ Thủy,Rain Water,330,2070-02-18,14,53,khong,tinh-toan,
2070-23,2070,Kinh Trập,Awakening of Insects,345,2070-03-05,12,50,khong,tinh-toan,
2070-00,2070,Xuân Phân,Vernal Equinox,0,2070-03-20,13,29,khong,tinh-toan,
2070-01,2070,Thanh Minh,Clear and Bright,15,2070-04-04,17,11,khong,tinh-toan,
2070-02,2070,Cốc Vũ,Grain Rain,30,2070-04-20,0,2,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2070-03,2070,Lập Hạ,Start of Summer,45,2070-05-05,9,59,khong,tinh-toan,
2070-04,2070,Tiểu Mãn,Grain Buds,60,2070-05-20,22,44,khong,tinh-toan,
2070-05,2070,Mang Chủng,Grain in Ear,75,2070-06-05,13,46,khong,tinh-toan,
2070-06,2070,Hạ Chí,Summer Solstice,90,2070-06-21,6,25,khong,tinh-toan,
2070-07,2070,Tiểu Thử,Minor Heat,105,2070-07-06,23,52,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2070-08,2070,Đại Thử,Major Heat,120,2070-07-22,17,17,khong,tinh-toan,
2070-09,2070,Lập Thu,Start of Autumn,135,2070-08-07,9,47,khong,tinh-toan,
2070-10,2070,Xử Thử,End of Heat,150,2070-08-23,0,35,khong,tinh-toan,
2070-11,2070,Bạch Lộ,White Dew,165,2070-09-07,13,2,khong,tinh-toan,
2070-12,2070,Thu Phân,Autumnal Equinox,180,2070-09-22,22,39,khong,tinh-toan,
2070-13,2070,Hàn Lộ,Cold Dew,195,2070-10-08,5,9,khong,tinh-toan,
2070-14,2070,Sương Giáng,Frost Descent,210,2070-10-23,8,29,khong,tinh-toan,
2070-15,2070,Lập Đông,Start of Winter,225,2070-11-07,8,49,khong,tinh-toan,
2070-16,2070,Tiểu Tuyết,Minor Snow,240,2070-11-22,6,29,khong,tinh-toan,
2070-17,2070,Đại Tuyết,Major Snow,255,2070-12-07,2,1,khong,tinh-toan,
2070-18,2070,Đông Chí,Winter Solstice,270,2070-12-21,20,5,khong,tinh-toan,
2071-19,2071,Tiểu Hàn,Minor Cold,285,2071-01-05,13,24,khong,tinh-toan,
2071-20,2071,Đại Hàn,Major Cold,300,2071-01-20,6,46,khong,tinh-toan,
2071-21,2071,Lập Xuân,Start of Spring,315,2071-02-04,0,58,khong,tinh-toan,
2071-22,2071,Vũ Thủy,Rain Water,330,2071-02-18,20,43,khong,tinh-toan,
2071-23,2071,Kinh Trập,Awakening of Insects,345,2071-03-05,18,39,khong,tinh-toan,
2071-00,2071,Xuân Phân,Vernal Equinox,0,2071-03-20,19,18,khong,tinh-toan,
2071-01,2071,Thanh Minh,Clear and Bright,15,2071-04-04,23,0,khong,tinh-toan,
2071-02,2071,Cốc Vũ,Grain Rain,30,2071-04-20,5,51,khong,tinh-toan,
2071-03,2071,Lập Hạ,Start of Summer,45,2071-05-05,15,48,khong,tinh-toan,
2071-04,2071,Tiểu Mãn,Grain Buds,60,2071-05-21,4,32,khong,tinh-toan,
2071-05,2071,Mang Chủng,Grain in Ear,75,2071-06-05,19,34,khong,tinh-toan,
2071-06,2071,Hạ Chí,Summer Solstice,90,2071-06-21,12,13,khong,tinh-toan,
2071-07,2071,Tiểu Thử,Minor Heat,105,2071-07-07,5,40,khong,tinh-toan,
2071-08,2071,Đại Thử,Major Heat,120,2071-07-22,23,5,khong,tinh-toan,
2071-09,2071,Lập Thu,Start of Autumn,135,2071-08-07,15,35,khong,tinh-toan,
2071-10,2071,Xử Thử,End of Heat,150,2071-08-23,6,23,khong,tinh-toan,
2071-11,2071,Bạch Lộ,White Dew,165,2071-09-07,18,50,khong,tinh-toan,
2071-12,2071,Thu Phân,Autumnal Equinox,180,2071-09-23,4,27,khong,tinh-toan,
2071-13,2071,Hàn Lộ,Cold Dew,195,2071-10-08,10,57,khong,tinh-toan,
2071-14,2071,Sương Giáng,Frost Descent,210,2071-10-23,14,18,khong,tinh-toan,
2071-15,2071,Lập Đông,Start of Winter,225,2071-11-07,14,38,khong,tinh-toan,
2071-16,2071,Tiểu Tuyết,Minor Snow,240,2071-11-22,12,18,khong,tinh-toan,
2071-17,2071,Đại Tuyết,Major Snow,255,2071-12-07,7,51,khong,tinh-toan,
2071-18,2071,Đông Chí,Winter Solstice,270,2071-12-22,1,54,khong,tinh-toan,
2072-19,2072,Tiểu Hàn,Minor Cold,285,2072-01-05,19,14,khong,tinh-toan,
2072-20,2072,Đại Hàn,Major Cold,300,2072-01-20,12,36,khong,tinh-toan,
2072-21,2072,Lập Xuân,Start of Spring,315,2072-02-04,6,47,khong,tinh-toan,
2072-22,2072,Vũ Thủy,Rain Water,330,2072-02-19,2,32,khong,tinh-toan,
2072-23,2072,Kinh Trập,Awakening of Insects,345,2072-03-05,0,29,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2072-00,2072,Xuân Phân,Vernal Equinox,0,2072-03-20,1,7,khong,tinh-toan,
2072-01,2072,Thanh Minh,Clear and Bright,15,2072-04-04,4,48,khong,tinh-toan,
2072-02,2072,Cốc Vũ,Grain Rain,30,2072-04-19,11,39,khong,tinh-toan,
2072-03,2072,Lập Hạ,Start of Summer,45,2072-05-04,21,36,khong,tinh-toan,
2072-04,2072,Tiểu Mãn,Grain Buds,60,2072-05-20,10,20,khong,tinh-toan,
2072-05,2072,Mang Chủng,Grain in Ear,75,2072-06-05,1,22,khong,tinh-toan,
2072-06,2072,Hạ Chí,Summer Solstice,90,2072-06-20,18,1,khong,tinh-toan,
2072-07,2072,Tiểu Thử,Minor Heat,105,2072-07-06,11,28,khong,tinh-toan,
2072-08,2072,Đại Thử,Major Heat,120,2072-07-22,4,52,khong,tinh-toan,
2072-09,2072,Lập Thu,Start of Autumn,135,2072-08-06,21,23,khong,tinh-toan,
2072-10,2072,Xử Thử,End of Heat,150,2072-08-22,12,11,khong,tinh-toan,
2072-11,2072,Bạch Lộ,White Dew,165,2072-09-07,0,38,khong,tinh-toan,
2072-12,2072,Thu Phân,Autumnal Equinox,180,2072-09-22,10,16,khong,tinh-toan,
2072-13,2072,Hàn Lộ,Cold Dew,195,2072-10-07,16,46,khong,tinh-toan,
2072-14,2072,Sương Giáng,Frost Descent,210,2072-10-22,20,6,khong,tinh-toan,
2072-15,2072,Lập Đông,Start of Winter,225,2072-11-06,20,27,khong,tinh-toan,
2072-16,2072,Tiểu Tuyết,Minor Snow,240,2072-11-21,18,8,khong,tinh-toan,
2072-17,2072,Đại Tuyết,Major Snow,255,2072-12-06,13,40,khong,tinh-toan,
2072-18,2072,Đông Chí,Winter Solstice,270,2072-12-21,7,44,khong,tinh-toan,
2073-19,2073,Tiểu Hàn,Minor Cold,285,2073-01-05,1,3,khong,tinh-toan,
2073-20,2073,Đại Hàn,Major Cold,300,2073-01-19,18,25,khong,tinh-toan,
2073-21,2073,Lập Xuân,Start of Spring,315,2073-02-03,12,36,khong,tinh-toan,
2073-22,2073,Vũ Thủy,Rain Water,330,2073-02-18,8,22,khong,tinh-toan,
2073-23,2073,Kinh Trập,Awakening of Insects,345,2073-03-05,6,18,khong,tinh-toan,
2073-00,2073,Xuân Phân,Vernal Equinox,0,2073-03-20,6,56,khong,tinh-toan,
2073-01,2073,Thanh Minh,Clear and Bright,15,2073-04-04,10,37,khong,tinh-toan,
2073-02,2073,Cốc Vũ,Grain Rain,30,2073-04-19,17,28,khong,tinh-toan,
2073-03,2073,Lập Hạ,Start of Summer,45,2073-05-05,3,25,khong,tinh-toan,
2073-04,2073,Tiểu Mãn,Grain Buds,60,2073-05-20,16,9,khong,tinh-toan,
2073-05,2073,Mang Chủng,Grain in Ear,75,2073-06-05,7,10,khong,tinh-toan,
2073-06,2073,Hạ Chí,Summer Solstice,90,2073-06-20,23,49,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2073-07,2073,Tiểu Thử,Minor Heat,105,2073-07-06,17,16,khong,tinh-toan,
2073-08,2073,Đại Thử,Major Heat,120,2073-07-22,10,40,khong,tinh-toan,
2073-09,2073,Lập Thu,Start of Autumn,135,2073-08-07,3,10,khong,tinh-toan,
2073-10,2073,Xử Thử,End of Heat,150,2073-08-22,17,59,khong,tinh-toan,
2073-11,2073,Bạch Lộ,White Dew,165,2073-09-07,6,26,khong,tinh-toan,
2073-12,2073,Thu Phân,Autumnal Equinox,180,2073-09-22,16,4,khong,tinh-toan,
2073-13,2073,Hàn Lộ,Cold Dew,195,2073-10-07,22,35,khong,tinh-toan,
2073-14,2073,Sương Giáng,Frost Descent,210,2073-10-23,1,56,khong,tinh-toan,
2073-15,2073,Lập Đông,Start of Winter,225,2073-11-07,2,16,khong,tinh-toan,
2073-16,2073,Tiểu Tuyết,Minor Snow,240,2073-11-21,23,57,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2073-17,2073,Đại Tuyết,Major Snow,255,2073-12-06,19,30,khong,tinh-toan,
2073-18,2073,Đông Chí,Winter Solstice,270,2073-12-21,13,34,khong,tinh-toan,
2074-19,2074,Tiểu Hàn,Minor Cold,285,2074-01-05,6,53,khong,tinh-toan,
2074-20,2074,Đại Hàn,Major Cold,300,2074-01-20,0,15,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2074-21,2074,Lập Xuân,Start of Spring,315,2074-02-03,18,26,khong,tinh-toan,
2074-22,2074,Vũ Thủy,Rain Water,330,2074-02-18,14,11,khong,tinh-toan,
2074-23,2074,Kinh Trập,Awakening of Insects,345,2074-03-05,12,7,khong,tinh-toan,
2074-00,2074,Xuân Phân,Vernal Equinox,0,2074-03-20,12,45,khong,tinh-toan,
2074-01,2074,Thanh Minh,Clear and Bright,15,2074-04-04,16,26,khong,tinh-toan,
2074-02,2074,Cốc Vũ,Grain Rain,30,2074-04-19,23,17,khong,tinh-toan,
2074-03,2074,Lập Hạ,Start of Summer,45,2074-05-05,9,13,khong,tinh-toan,
2074-04,2074,Tiểu Mãn,Grain Buds,60,2074-05-20,21,57,khong,tinh-toan,
2074-05,2074,Mang Chủng,Grain in Ear,75,2074-06-05,12,58,khong,tinh-toan,
2074-06,2074,Hạ Chí,Summer Solstice,90,2074-06-21,5,36,khong,tinh-toan,
2074-07,2074,Tiểu Thử,Minor Heat,105,2074-07-06,23,4,khong,tinh-toan,
2074-08,2074,Đại Thử,Major Heat,120,2074-07-22,16,29,khong,tinh-toan,
2074-09,2074,Lập Thu,Start of Autumn,135,2074-08-07,8,59,khong,tinh-toan,
2074-10,2074,Xử Thử,End of Heat,150,2074-08-22,23,47,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2074-11,2074,Bạch Lộ,White Dew,165,2074-09-07,12,15,khong,tinh-toan,
