id,le_hoi,le_hoi_en,nam,ngay_duong,thu,loai_ngay,ngay_am,ngay_nghi,nguon,ghi_chu
le-hoi-truyen-thong-van-don-2030,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,2030,2030-07-18,thứ Năm,lunar,18/6,khong,bien-tap va tinh-toan,
le-hoi-via-ba-chua-xu-nui-sam-2026,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",2026,2026-06-08,thứ Hai,lunar,23/4,khong,bien-tap va tinh-toan,
le-hoi-via-ba-chua-xu-nui-sam-2027,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",2027,2027-05-28,thứ Sáu,lunar,23/4,khong,bien-tap va tinh-toan,
le-hoi-via-ba-chua-xu-nui-sam-2028,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",2028,2028-05-17,thứ Tư,lunar,23/4,khong,bien-tap va tinh-toan,
le-hoi-via-ba-chua-xu-nui-sam-2029,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",2029,2029-06-04,thứ Hai,lunar,23/4,khong,bien-tap va tinh-toan,
le-hoi-via-ba-chua-xu-nui-sam-2030,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",2030,2030-05-24,thứ Sáu,lunar,23/4,khong,bien-tap va tinh-toan,
le-hoi-yen-tu-2026,Lễ hội Yên Tử,Yên Tử Spring Festival,2026,2026-02-26,thứ Năm,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-yen-tu-2027,Lễ hội Yên Tử,Yên Tử Spring Festival,2027,2027-02-15,thứ Hai,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-yen-tu-2028,Lễ hội Yên Tử,Yên Tử Spring Festival,2028,2028-02-04,thứ Sáu,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-yen-tu-2029,Lễ hội Yên Tử,Yên Tử Spring Festival,2029,2029-02-22,thứ Năm,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-yen-tu-2030,Lễ hội Yên Tử,Yên Tử Spring Festival,2030,2030-02-11,thứ Hai,lunar,10/1,khong,bien-tap va tinh-toan,
le-khai-an-den-tran-2026,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,2026,2026-03-03,thứ Ba,lunar,15/1,khong,bien-tap va tinh-toan,
le-khai-an-den-tran-2027,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,2027,2027-02-20,thứ Bảy,lunar,15/1,khong,bien-tap va tinh-toan,
le-khai-an-den-tran-2028,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,2028,2028-02-09,thứ Tư,lunar,15/1,khong,bien-tap va tinh-toan,
le-khai-an-den-tran-2029,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,2029,2029-02-27,thứ Ba,lunar,15/1,khong,bien-tap va tinh-toan,
le-khai-an-den-tran-2030,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,2030,2030-02-16,thứ Bảy,lunar,15/1,khong,bien-tap va tinh-toan,
le-ky-yen-ha-dien-dinh-binh-thuy-2026,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,2026,2027-01-21,thứ Năm,lunar,14/12,khong,bien-tap va tinh-toan,
le-ky-yen-ha-dien-dinh-binh-thuy-2027,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,2027,2028-01-10,thứ Hai,lunar,14/12,khong,bien-tap va tinh-toan,
le-ky-yen-ha-dien-dinh-binh-thuy-2028,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,2028,2029-01-28,Chủ Nhật,lunar,14/12,khong,bien-tap va tinh-toan,
le-ky-yen-ha-dien-dinh-binh-thuy-2029,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,2029,2030-01-17,thứ Năm,lunar,14/12,khong,bien-tap va tinh-toan,
le-ky-yen-ha-dien-dinh-binh-thuy-2030,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,2030,2031-01-07,thứ Ba,lunar,14/12,khong,bien-tap va tinh-toan,
le-ky-yen-thuong-dien-dinh-binh-thuy-2026,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,2026,2026-05-31,Chủ Nhật,lunar,15/4,khong,bien-tap va tinh-toan,
le-ky-yen-thuong-dien-dinh-binh-thuy-2027,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,2027,2027-05-20,thứ Năm,lunar,15/4,khong,bien-tap va tinh-toan,
le-ky-yen-thuong-dien-dinh-binh-thuy-2028,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,2028,2028-05-09,thứ Ba,lunar,15/4,khong,bien-tap va tinh-toan,
le-ky-yen-thuong-dien-dinh-binh-thuy-2029,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,2029,2029-05-27,Chủ Nhật,lunar,15/4,khong,bien-tap va tinh-toan,
le-ky-yen-thuong-dien-dinh-binh-thuy-2030,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,2030,2030-05-16,thứ Năm,lunar,15/4,khong,bien-tap va tinh-toan,
le-phat-dan-2026,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",2026,2026-05-31,Chủ Nhật,lunar,15/4,khong,bien-tap va tinh-toan,
le-phat-dan-2027,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",2027,2027-05-20,thứ Năm,lunar,15/4,khong,bien-tap va tinh-toan,
le-phat-dan-2028,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",2028,2028-05-09,thứ Ba,lunar,15/4,khong,bien-tap va tinh-toan,
le-phat-dan-2029,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",2029,2029-05-27,Chủ Nhật,lunar,15/4,khong,bien-tap va tinh-toan,
le-phat-dan-2030,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",2030,2030-05-16,thứ Năm,lunar,15/4,khong,bien-tap va tinh-toan,
le-that-tich-2026,Lễ Thất tịch,Qixi (Thất Tịch),2026,2026-08-19,thứ Tư,lunar,7/7,khong,bien-tap va tinh-toan,
le-that-tich-2027,Lễ Thất tịch,Qixi (Thất Tịch),2027,2027-08-08,Chủ Nhật,lunar,7/7,khong,bien-tap va tinh-toan,
le-that-tich-2028,Lễ Thất tịch,Qixi (Thất Tịch),2028,2028-08-26,thứ Bảy,lunar,7/7,khong,bien-tap va tinh-toan,
le-that-tich-2029,Lễ Thất tịch,Qixi (Thất Tịch),2029,2029-08-16,thứ Năm,lunar,7/7,khong,bien-tap va tinh-toan,
le-that-tich-2030,Lễ Thất tịch,Qixi (Thất Tịch),2030,2030-08-05,thứ Hai,lunar,7/7,khong,bien-tap va tinh-toan,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban-2026,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,2026,2026-12-09,thứ Tư,lunar,1/11,khong,bien-tap va tinh-toan,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban-2027,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,2027,2027-11-28,Chủ Nhật,lunar,1/11,khong,bien-tap va tinh-toan,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban-2028,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,2028,2028-12-16,thứ Bảy,lunar,1/11,khong,bien-tap va tinh-toan,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban-2029,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,2029,2029-12-05,thứ Tư,lunar,1/11,khong,bien-tap va tinh-toan,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban-2030,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,2030,2030-11-25,thứ Hai,lunar,1/11,khong,bien-tap va tinh-toan,
le-via-ba-linh-son-thanh-mau-2026,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",2026,2026-06-19,thứ Sáu,lunar,5/5,khong,bien-tap va tinh-toan,
le-via-ba-linh-son-thanh-mau-2027,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",2027,2027-06-09,thứ Tư,lunar,5/5,khong,bien-tap va tinh-toan,
le-via-ba-linh-son-thanh-mau-2028,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",2028,2028-05-28,Chủ Nhật,lunar,5/5,khong,bien-tap va tinh-toan,
le-via-ba-linh-son-thanh-mau-2029,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",2029,2029-06-16,thứ Bảy,lunar,5/5,khong,bien-tap va tinh-toan,
le-via-ba-linh-son-thanh-mau-2030,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",2030,2030-06-05,thứ Tư,lunar,5/5,khong,bien-tap va tinh-toan,
le-via-duc-phat-a-di-da-2026,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,2026,2026-12-25,thứ Sáu,lunar,17/11,khong,bien-tap va tinh-toan,
le-via-duc-phat-a-di-da-2027,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,2027,2027-12-14,thứ Ba,lunar,17/11,khong,bien-tap va tinh-toan,
le-via-duc-phat-a-di-da-2028,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,2028,2029-01-01,thứ Hai,lunar,17/11,khong,bien-tap va tinh-toan,
le-via-duc-phat-a-di-da-2029,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,2029,2029-12-21,thứ Sáu,lunar,17/11,khong,bien-tap va tinh-toan,
le-via-duc-phat-a-di-da-2030,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,2030,2030-12-11,thứ Tư,lunar,17/11,khong,bien-tap va tinh-toan,
le-vu-lan-2026,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),2026,2026-08-27,thứ Năm,lunar,15/7,khong,bien-tap va tinh-toan,
le-vu-lan-2027,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),2027,2027-08-16,thứ Hai,lunar,15/7,khong,bien-tap va tinh-toan,
le-vu-lan-2028,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),2028,2028-09-03,Chủ Nhật,lunar,15/7,khong,bien-tap va tinh-toan,
le-vu-lan-2029,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),2029,2029-08-24,thứ Sáu,lunar,15/7,khong,bien-tap va tinh-toan,
le-vu-lan-2030,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),2030,2030-08-13,thứ Ba,lunar,15/7,khong,bien-tap va tinh-toan,
ngay-bao-chi-cach-mang-viet-nam-2026,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,2026,2026-06-21,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-bao-chi-cach-mang-viet-nam-2027,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,2027,2027-06-21,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-bao-chi-cach-mang-viet-nam-2028,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,2028,2028-06-21,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-bao-chi-cach-mang-viet-nam-2029,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,2029,2029-06-21,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-bao-chi-cach-mang-viet-nam-2030,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,2030,2030-06-21,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-cach-mang-thang-tam-2026,Ngày Cách mạng Tháng Tám,August Revolution Day,2026,2026-08-19,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-cach-mang-thang-tam-2027,Ngày Cách mạng Tháng Tám,August Revolution Day,2027,2027-08-19,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-cach-mang-thang-tam-2028,Ngày Cách mạng Tháng Tám,August Revolution Day,2028,2028-08-19,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-cach-mang-thang-tam-2029,Ngày Cách mạng Tháng Tám,August Revolution Day,2029,2029-08-19,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-cach-mang-thang-tam-2030,Ngày Cách mạng Tháng Tám,August Revolution Day,2030,2030-08-19,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-chien-thang-dien-bien-phu-2026,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,2026,2026-05-07,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-chien-thang-dien-bien-phu-2027,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,2027,2027-05-07,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-chien-thang-dien-bien-phu-2028,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,2028,2028-05-07,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-chien-thang-dien-bien-phu-2029,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,2029,2029-05-07,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-chien-thang-dien-bien-phu-2030,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,2030,2030-05-07,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-dan-so-viet-nam-2026,Ngày Dân số Việt Nam,Vietnam Population Day,2026,2026-12-26,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-dan-so-viet-nam-2027,Ngày Dân số Việt Nam,Vietnam Population Day,2027,2027-12-26,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-dan-so-viet-nam-2028,Ngày Dân số Việt Nam,Vietnam Population Day,2028,2028-12-26,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-dan-so-viet-nam-2029,Ngày Dân số Việt Nam,Vietnam Population Day,2029,2029-12-26,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-dan-so-viet-nam-2030,Ngày Dân số Việt Nam,Vietnam Population Day,2030,2030-12-26,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-di-san-van-hoa-viet-nam-2026,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,2026,2026-11-23,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-di-san-van-hoa-viet-nam-2027,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,2027,2027-11-23,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-di-san-van-hoa-viet-nam-2028,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,2028,2028-11-23,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-di-san-van-hoa-viet-nam-2029,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,2029,2029-11-23,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-di-san-van-hoa-viet-nam-2030,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,2030,2030-11-23,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-doanh-nhan-viet-nam-2026,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,2026,2026-10-13,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-doanh-nhan-viet-nam-2027,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,2027,2027-10-13,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-doanh-nhan-viet-nam-2028,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,2028,2028-10-13,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-doanh-nhan-viet-nam-2029,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,2029,2029-10-13,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-doanh-nhan-viet-nam-2030,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,2030,2030-10-13,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-gia-dinh-viet-nam-2026,Ngày Gia đình Việt Nam,Vietnamese Family Day,2026,2026-06-28,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-gia-dinh-viet-nam-2027,Ngày Gia đình Việt Nam,Vietnamese Family Day,2027,2027-06-28,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-gia-dinh-viet-nam-2028,Ngày Gia đình Việt Nam,Vietnamese Family Day,2028,2028-06-28,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-gia-dinh-viet-nam-2029,Ngày Gia đình Việt Nam,Vietnamese Family Day,2029,2029-06-28,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-gia-dinh-viet-nam-2030,Ngày Gia đình Việt Nam,Vietnamese Family Day,2030,2030-06-28,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-giai-phong-mien-nam-2026,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,2026,2026-04-30,thứ Năm,solar,,co,bien-tap va tinh-toan,
ngay-giai-phong-mien-nam-2027,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,2027,2027-04-30,thứ Sáu,solar,,co,bien-tap va tinh-toan,
ngay-giai-phong-mien-nam-2028,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,2028,2028-04-30,Chủ Nhật,solar,,co,bien-tap va tinh-toan,
ngay-giai-phong-mien-nam-2029,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,2029,2029-04-30,thứ Hai,solar,,co,bien-tap va tinh-toan,
ngay-giai-phong-mien-nam-2030,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,2030,2030-04-30,thứ Ba,solar,,co,bien-tap va tinh-toan,
ngay-giai-phong-thu-do-2026,Ngày Giải phóng Thủ đô,Capital Liberation Day,2026,2026-10-10,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-giai-phong-thu-do-2027,Ngày Giải phóng Thủ đô,Capital Liberation Day,2027,2027-10-10,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-giai-phong-thu-do-2028,Ngày Giải phóng Thủ đô,Capital Liberation Day,2028,2028-10-10,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-giai-phong-thu-do-2029,Ngày Giải phóng Thủ đô,Capital Liberation Day,2029,2029-10-10,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-giai-phong-thu-do-2030,Ngày Giải phóng Thủ đô,Capital Liberation Day,2030,2030-10-10,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-hoi-dai-doan-ket-toan-dan-toc-2026,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,2026,2026-11-18,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-hoi-dai-doan-ket-toan-dan-toc-2027,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,2027,2027-11-18,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-hoi-dai-doan-ket-toan-dan-toc-2028,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,2028,2028-11-18,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-hoi-dai-doan-ket-toan-dan-toc-2029,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,2029,2029-11-18,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-hoi-dai-doan-ket-toan-dan-toc-2030,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,2030,2030-11-18,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-khuyen-hoc-viet-nam-2026,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,2026,2026-10-02,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-khuyen-hoc-viet-nam-2027,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,2027,2027-10-02,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-khuyen-hoc-viet-nam-2028,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,2028,2028-10-02,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-khuyen-hoc-viet-nam-2029,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,2029,2029-10-02,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-khuyen-hoc-viet-nam-2030,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,2030,2030-10-02,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-moi-truong-the-gioi-2026,Ngày Môi trường Thế giới,World Environment Day,2026,2026-06-05,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-moi-truong-the-gioi-2027,Ngày Môi trường Thế giới,World Environment Day,2027,2027-06-05,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-moi-truong-the-gioi-2028,Ngày Môi trường Thế giới,World Environment Day,2028,2028-06-05,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-moi-truong-the-gioi-2029,Ngày Môi trường Thế giới,World Environment Day,2029,2029-06-05,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-moi-truong-the-gioi-2030,Ngày Môi trường Thế giới,World Environment Day,2030,2030-06-05,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-nam-ky-khoi-nghia-2026,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,2026,2026-11-23,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-nam-ky-khoi-nghia-2027,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,2027,2027-11-23,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-nam-ky-khoi-nghia-2028,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,2028,2028-11-23,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-nam-ky-khoi-nghia-2029,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,2029,2029-11-23,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-nam-ky-khoi-nghia-2030,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,2030,2030-11-23,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-nguoi-khuyet-tat-viet-nam-2026,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,2026,2026-04-18,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-nguoi-khuyet-tat-viet-nam-2027,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,2027,2027-04-18,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-nguoi-khuyet-tat-viet-nam-2028,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,2028,2028-04-18,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-nguoi-khuyet-tat-viet-nam-2029,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,2029,2029-04-18,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-nguoi-khuyet-tat-viet-nam-2030,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,2030,2030-04-18,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-nha-giao-viet-nam-2026,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,2026,2026-11-20,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-nha-giao-viet-nam-2027,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,2027,2027-11-20,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-nha-giao-viet-nam-2028,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,2028,2028-11-20,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-nha-giao-viet-nam-2029,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,2029,2029-11-20,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-nha-giao-viet-nam-2030,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,2030,2030-11-20,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-phap-luat-viet-nam-2026,Ngày Pháp luật Việt Nam,Vietnam Law Day,2026,2026-11-09,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-phap-luat-viet-nam-2027,Ngày Pháp luật Việt Nam,Vietnam Law Day,2027,2027-11-09,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-phap-luat-viet-nam-2028,Ngày Pháp luật Việt Nam,Vietnam Law Day,2028,2028-11-09,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-phap-luat-viet-nam-2029,Ngày Pháp luật Việt Nam,Vietnam Law Day,2029,2029-11-09,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-phap-luat-viet-nam-2030,Ngày Pháp luật Việt Nam,Vietnam Law Day,2030,2030-11-09,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-phu-nu-viet-nam-2026,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,2026,2026-10-20,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-phu-nu-viet-nam-2027,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,2027,2027-10-20,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-phu-nu-viet-nam-2028,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,2028,2028-10-20,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-phu-nu-viet-nam-2029,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,2029,2029-10-20,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-phu-nu-viet-nam-2030,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,2030,2030-10-20,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-quoc-te-nguoi-cao-tuoi-2026,Ngày Quốc tế Người cao tuổi,International Day of Older Persons,2026,2026-10-01,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-quoc-te-nguoi-cao-tuoi-2027,Ngày Quốc tế Người cao tuổi,International Day of Older Persons,2027,2027-10-01,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
