id,nam,cung,cung_en,hoang_kinh,ngay_vao_cung,gio,phut,sat_nua_dem,nguon,ghi_chu
2024-210,2024,Bọ Cạp,Scorpio,210,2024-10-23,4,59,khong,tinh-toan,
2024-240,2024,Nhân Mã,Sagittarius,240,2024-11-22,2,41,khong,tinh-toan,
2024-270,2024,Ma Kết,Capricorn,270,2024-12-21,16,7,khong,tinh-toan,
2025-300,2025,Bảo Bình,Aquarius,300,2025-01-20,2,46,khong,tinh-toan,
2025-330,2025,Song Ngư,Pisces,330,2025-02-18,16,51,khong,tinh-toan,
2025-000,2025,Bạch Dương,Aries,0,2025-03-20,15,43,khong,tinh-toan,
2025-030,2025,Kim Ngưu,Taurus,30,2025-04-20,2,36,khong,tinh-toan,
2025-060,2025,Song Tử,Gemini,60,2025-05-21,1,36,khong,tinh-toan,
2025-090,2025,Cự Giải,Cancer,90,2025-06-21,9,28,khong,tinh-toan,
2025-120,2025,Sư Tử,Leo,120,2025-07-22,20,21,khong,tinh-toan,
2025-150,2025,Xử Nữ,Virgo,150,2025-08-23,3,30,khong,tinh-toan,
2025-180,2025,Thiên Bình,Libra,180,2025-09-23,1,16,khong,tinh-toan,
2025-210,2025,Bọ Cạp,Scorpio,210,2025-10-23,10,47,khong,tinh-toan,
2025-240,2025,Nhân Mã,Sagittarius,240,2025-11-22,8,30,khong,tinh-toan,
2025-270,2025,Ma Kết,Capricorn,270,2025-12-21,21,55,khong,tinh-toan,
2026-300,2026,Bảo Bình,Aquarius,300,2026-01-20,8,36,khong,tinh-toan,
2026-330,2026,Song Ngư,Pisces,330,2026-02-18,22,40,khong,tinh-toan,
2026-000,2026,Bạch Dương,Aries,0,2026-03-20,21,32,khong,tinh-toan,
2026-030,2026,Kim Ngưu,Taurus,30,2026-04-20,8,24,khong,tinh-toan,
2026-060,2026,Song Tử,Gemini,60,2026-05-21,7,24,khong,tinh-toan,
2026-090,2026,Cự Giải,Cancer,90,2026-06-21,15,16,khong,tinh-toan,
2026-120,2026,Sư Tử,Leo,120,2026-07-23,2,8,khong,tinh-toan,
2026-150,2026,Xử Nữ,Virgo,150,2026-08-23,9,18,khong,tinh-toan,
2026-180,2026,Thiên Bình,Libra,180,2026-09-23,7,5,khong,tinh-toan,
2026-210,2026,Bọ Cạp,Scorpio,210,2026-10-23,16,36,khong,tinh-toan,
2026-240,2026,Nhân Mã,Sagittarius,240,2026-11-22,14,19,khong,tinh-toan,
2026-270,2026,Ma Kết,Capricorn,270,2026-12-22,3,46,khong,tinh-toan,
2027-300,2027,Bảo Bình,Aquarius,300,2027-01-20,14,25,khong,tinh-toan,
2027-330,2027,Song Ngư,Pisces,330,2027-02-19,4,30,khong,tinh-toan,
2027-000,2027,Bạch Dương,Aries,0,2027-03-21,3,21,khong,tinh-toan,
2027-030,2027,Kim Ngưu,Taurus,30,2027-04-20,14,13,khong,tinh-toan,
2027-060,2027,Song Tử,Gemini,60,2027-05-21,13,12,khong,tinh-toan,
2027-090,2027,Cự Giải,Cancer,90,2027-06-21,21,4,khong,tinh-toan,
2027-120,2027,Sư Tử,Leo,120,2027-07-23,7,56,khong,tinh-toan,
2027-150,2027,Xử Nữ,Virgo,150,2027-08-23,15,6,khong,tinh-toan,
2027-180,2027,Thiên Bình,Libra,180,2027-09-23,12,53,khong,tinh-toan,
2027-210,2027,Bọ Cạp,Scorpio,210,2027-10-23,22,25,khong,tinh-toan,
2027-240,2027,Nhân Mã,Sagittarius,240,2027-11-22,20,9,khong,tinh-toan,
2027-270,2027,Ma Kết,Capricorn,270,2027-12-22,9,35,khong,tinh-toan,
2028-300,2028,Bảo Bình,Aquarius,300,2028-01-20,20,14,khong,tinh-toan,
2028-330,2028,Song Ngư,Pisces,330,2028-02-19,10,19,khong,tinh-toan,
2028-000,2028,Bạch Dương,Aries,0,2028-03-20,9,10,khong,tinh-toan,
2028-030,2028,Kim Ngưu,Taurus,30,2028-04-19,20,1,khong,tinh-toan,
2028-060,2028,Song Tử,Gemini,60,2028-05-20,19,1,khong,tinh-toan,
2028-090,2028,Cự Giải,Cancer,90,2028-06-21,2,51,khong,tinh-toan,
2028-120,2028,Sư Tử,Leo,120,2028-07-22,13,44,khong,tinh-toan,
2028-150,2028,Xử Nữ,Virgo,150,2028-08-22,20,54,khong,tinh-toan,
2028-180,2028,Thiên Bình,Libra,180,2028-09-22,18,42,khong,tinh-toan,
2028-210,2028,Bọ Cạp,Scorpio,210,2028-10-23,4,14,khong,tinh-toan,
2028-240,2028,Nhân Mã,Sagittarius,240,2028-11-22,1,58,khong,tinh-toan,
2028-270,2028,Ma Kết,Capricorn,270,2028-12-21,15,24,khong,tinh-toan,
2029-300,2029,Bảo Bình,Aquarius,300,2029-01-20,2,5,khong,tinh-toan,
2029-330,2029,Song Ngư,Pisces,330,2029-02-18,16,8,khong,tinh-toan,
2029-000,2029,Bạch Dương,Aries,0,2029-03-20,14,59,khong,tinh-toan,
2029-030,2029,Kim Ngưu,Taurus,30,2029-04-20,1,50,khong,tinh-toan,
2029-060,2029,Song Tử,Gemini,60,2029-05-21,0,48,khong,tinh-toan,
2029-090,2029,Cự Giải,Cancer,90,2029-06-21,8,39,khong,tinh-toan,
2029-120,2029,Sư Tử,Leo,120,2029-07-22,19,32,khong,tinh-toan,
2029-150,2029,Xử Nữ,Virgo,150,2029-08-23,2,42,khong,tinh-toan,
2029-180,2029,Thiên Bình,Libra,180,2029-09-23,0,30,khong,tinh-toan,
2029-210,2029,Bọ Cạp,Scorpio,210,2029-10-23,10,3,khong,tinh-toan,
2029-240,2029,Nhân Mã,Sagittarius,240,2029-11-22,7,47,khong,tinh-toan,
2029-270,2029,Ma Kết,Capricorn,270,2029-12-21,21,14,khong,tinh-toan,
2030-300,2030,Bảo Bình,Aquarius,300,2030-01-20,7,54,khong,tinh-toan,
2030-330,2030,Song Ngư,Pisces,330,2030-02-18,21,58,khong,tinh-toan,
2030-000,2030,Bạch Dương,Aries,0,2030-03-20,20,48,khong,tinh-toan,
2030-030,2030,Kim Ngưu,Taurus,30,2030-04-20,7,39,khong,tinh-toan,
2030-060,2030,Song Tử,Gemini,60,2030-05-21,6,36,khong,tinh-toan,
2030-090,2030,Cự Giải,Cancer,90,2030-06-21,14,27,khong,tinh-toan,
2030-120,2030,Sư Tử,Leo,120,2030-07-23,1,20,khong,tinh-toan,
2030-150,2030,Xử Nữ,Virgo,150,2030-08-23,8,30,khong,tinh-toan,
2030-180,2030,Thiên Bình,Libra,180,2030-09-23,6,19,khong,tinh-toan,
2030-210,2030,Bọ Cạp,Scorpio,210,2030-10-23,15,52,khong,tinh-toan,
2030-240,2030,Nhân Mã,Sagittarius,240,2030-11-22,13,36,khong,tinh-toan,
2030-270,2030,Ma Kết,Capricorn,270,2030-12-22,3,3,khong,tinh-toan,
2031-300,2031,Bảo Bình,Aquarius,300,2031-01-20,13,43,khong,tinh-toan,
2031-330,2031,Song Ngư,Pisces,330,2031-02-19,3,47,khong,tinh-toan,
2031-000,2031,Bạch Dương,Aries,0,2031-03-21,2,37,khong,tinh-toan,
2031-030,2031,Kim Ngưu,Taurus,30,2031-04-20,13,27,khong,tinh-toan,
2031-060,2031,Song Tử,Gemini,60,2031-05-21,12,25,khong,tinh-toan,
2031-090,2031,Cự Giải,Cancer,90,2031-06-21,20,15,khong,tinh-toan,
2031-120,2031,Sư Tử,Leo,120,2031-07-23,7,8,khong,tinh-toan,
2031-150,2031,Xử Nữ,Virgo,150,2031-08-23,14,18,khong,tinh-toan,
2031-180,2031,Thiên Bình,Libra,180,2031-09-23,12,7,khong,tinh-toan,
2031-210,2031,Bọ Cạp,Scorpio,210,2031-10-23,21,41,khong,tinh-toan,
2031-240,2031,Nhân Mã,Sagittarius,240,2031-11-22,19,26,khong,tinh-toan,
2031-270,2031,Ma Kết,Capricorn,270,2031-12-22,8,53,khong,tinh-toan,
2032-300,2032,Bảo Bình,Aquarius,300,2032-01-20,19,33,khong,tinh-toan,
2032-330,2032,Song Ngư,Pisces,330,2032-02-19,9,36,khong,tinh-toan,
2032-000,2032,Bạch Dương,Aries,0,2032-03-20,8,26,khong,tinh-toan,
2032-030,2032,Kim Ngưu,Taurus,30,2032-04-19,19,15,khong,tinh-toan,
2032-060,2032,Song Tử,Gemini,60,2032-05-20,18,13,khong,tinh-toan,
2032-090,2032,Cự Giải,Cancer,90,2032-06-21,2,3,khong,tinh-toan,
2032-120,2032,Sư Tử,Leo,120,2032-07-22,12,56,khong,tinh-toan,
2032-150,2032,Xử Nữ,Virgo,150,2032-08-22,20,6,khong,tinh-toan,
2032-180,2032,Thiên Bình,Libra,180,2032-09-22,17,56,khong,tinh-toan,
2032-210,2032,Bọ Cạp,Scorpio,210,2032-10-23,3,30,khong,tinh-toan,
2032-240,2032,Nhân Mã,Sagittarius,240,2032-11-22,1,15,khong,tinh-toan,
2032-270,2032,Ma Kết,Capricorn,270,2032-12-21,14,42,khong,tinh-toan,
2033-300,2033,Bảo Bình,Aquarius,300,2033-01-20,1,22,khong,tinh-toan,
2033-330,2033,Song Ngư,Pisces,330,2033-02-18,15,26,khong,tinh-toan,
2033-000,2033,Bạch Dương,Aries,0,2033-03-20,14,15,khong,tinh-toan,
2033-030,2033,Kim Ngưu,Taurus,30,2033-04-20,1,5,khong,tinh-toan,
2033-060,2033,Song Tử,Gemini,60,2033-05-21,0,1,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2033-090,2033,Cự Giải,Cancer,90,2033-06-21,7,51,khong,tinh-toan,
2033-120,2033,Sư Tử,Leo,120,2033-07-22,18,44,khong,tinh-toan,
2033-150,2033,Xử Nữ,Virgo,150,2033-08-23,1,55,khong,tinh-toan,
2033-180,2033,Thiên Bình,Libra,180,2033-09-22,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2033-210,2033,Bọ Cạp,Scorpio,210,2033-10-23,9,19,khong,tinh-toan,
2033-240,2033,Nhân Mã,Sagittarius,240,2033-11-22,7,4,khong,tinh-toan,
2033-270,2033,Ma Kết,Capricorn,270,2033-12-21,20,32,khong,tinh-toan,
2034-300,2034,Bảo Bình,Aquarius,300,2034-01-20,7,12,khong,tinh-toan,
2034-330,2034,Song Ngư,Pisces,330,2034-02-18,21,15,khong,tinh-toan,
2034-000,2034,Bạch Dương,Aries,0,2034-03-20,20,5,khong,tinh-toan,
2034-030,2034,Kim Ngưu,Taurus,30,2034-04-20,6,53,khong,tinh-toan,
2034-060,2034,Song Tử,Gemini,60,2034-05-21,5,50,khong,tinh-toan,
2034-090,2034,Cự Giải,Cancer,90,2034-06-21,13,39,khong,tinh-toan,
2034-120,2034,Sư Tử,Leo,120,2034-07-23,0,31,khong,tinh-toan,
2034-150,2034,Xử Nữ,Virgo,150,2034-08-23,7,43,khong,tinh-toan,
2034-180,2034,Thiên Bình,Libra,180,2034-09-23,5,33,khong,tinh-toan,
2034-210,2034,Bọ Cạp,Scorpio,210,2034-10-23,15,8,khong,tinh-toan,
2034-240,2034,Nhân Mã,Sagittarius,240,2034-11-22,12,54,khong,tinh-toan,
2034-270,2034,Ma Kết,Capricorn,270,2034-12-22,2,21,khong,tinh-toan,
2035-300,2035,Bảo Bình,Aquarius,300,2035-01-20,13,2,khong,tinh-toan,
2035-330,2035,Song Ngư,Pisces,330,2035-02-19,3,5,khong,tinh-toan,
2035-000,2035,Bạch Dương,Aries,0,2035-03-21,1,53,khong,tinh-toan,
2035-030,2035,Kim Ngưu,Taurus,30,2035-04-20,12,42,khong,tinh-toan,
2035-060,2035,Song Tử,Gemini,60,2035-05-21,11,38,khong,tinh-toan,
2035-090,2035,Cự Giải,Cancer,90,2035-06-21,19,27,khong,tinh-toan,
2035-120,2035,Sư Tử,Leo,120,2035-07-23,6,19,khong,tinh-toan,
2035-150,2035,Xử Nữ,Virgo,150,2035-08-23,13,31,khong,tinh-toan,
2035-180,2035,Thiên Bình,Libra,180,2035-09-23,11,22,khong,tinh-toan,
2035-210,2035,Bọ Cạp,Scorpio,210,2035-10-23,20,57,khong,tinh-toan,
2035-240,2035,Nhân Mã,Sagittarius,240,2035-11-22,18,43,khong,tinh-toan,
2035-270,2035,Ma Kết,Capricorn,270,2035-12-22,8,11,khong,tinh-toan,
2036-300,2036,Bảo Bình,Aquarius,300,2036-01-20,18,51,khong,tinh-toan,
2036-330,2036,Song Ngư,Pisces,330,2036-02-19,8,54,khong,tinh-toan,
2036-000,2036,Bạch Dương,Aries,0,2036-03-20,7,42,khong,tinh-toan,
2036-030,2036,Kim Ngưu,Taurus,30,2036-04-19,18,31,khong,tinh-toan,
2036-060,2036,Song Tử,Gemini,60,2036-05-20,17,26,khong,tinh-toan,
2036-090,2036,Cự Giải,Cancer,90,2036-06-21,1,14,khong,tinh-toan,
2036-120,2036,Sư Tử,Leo,120,2036-07-22,12,7,khong,tinh-toan,
2036-150,2036,Xử Nữ,Virgo,150,2036-08-22,19,19,khong,tinh-toan,
2036-180,2036,Thiên Bình,Libra,180,2036-09-22,17,10,khong,tinh-toan,
2036-210,2036,Bọ Cạp,Scorpio,210,2036-10-23,2,46,khong,tinh-toan,
2036-240,2036,Nhân Mã,Sagittarius,240,2036-11-22,0,32,khong,tinh-toan,
2036-270,2036,Ma Kết,Capricorn,270,2036-12-21,14,1,khong,tinh-toan,
2037-300,2037,Bảo Bình,Aquarius,300,2037-01-20,0,41,khong,tinh-toan,
2037-330,2037,Song Ngư,Pisces,330,2037-02-18,14,44,khong,tinh-toan,
2037-000,2037,Bạch Dương,Aries,0,2037-03-20,13,31,khong,tinh-toan,
2037-030,2037,Kim Ngưu,Taurus,30,2037-04-20,0,19,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2037-060,2037,Song Tử,Gemini,60,2037-05-20,23,14,khong,tinh-toan,
2037-090,2037,Cự Giải,Cancer,90,2037-06-21,7,2,khong,tinh-toan,
2037-120,2037,Sư Tử,Leo,120,2037-07-22,17,56,khong,tinh-toan,
2037-150,2037,Xử Nữ,Virgo,150,2037-08-23,1,7,khong,tinh-toan,
2037-180,2037,Thiên Bình,Libra,180,2037-09-22,22,59,khong,tinh-toan,
2037-210,2037,Bọ Cạp,Scorpio,210,2037-10-23,8,35,khong,tinh-toan,
2037-240,2037,Nhân Mã,Sagittarius,240,2037-11-22,6,22,khong,tinh-toan,
2037-270,2037,Ma Kết,Capricorn,270,2037-12-21,19,50,khong,tinh-toan,
2038-300,2038,Bảo Bình,Aquarius,300,2038-01-20,6,31,khong,tinh-toan,
2038-330,2038,Song Ngư,Pisces,330,2038-02-18,20,33,khong,tinh-toan,
2038-000,2038,Bạch Dương,Aries,0,2038-03-20,19,21,khong,tinh-toan,
2038-030,2038,Kim Ngưu,Taurus,30,2038-04-20,6,7,khong,tinh-toan,
2038-060,2038,Song Tử,Gemini,60,2038-05-21,5,2,khong,tinh-toan,
2038-090,2038,Cự Giải,Cancer,90,2038-06-21,12,51,khong,tinh-toan,
2038-120,2038,Sư Tử,Leo,120,2038-07-22,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2038-150,2038,Xử Nữ,Virgo,150,2038-08-23,6,55,khong,tinh-toan,
2038-180,2038,Thiên Bình,Libra,180,2038-09-23,4,47,khong,tinh-toan,
2038-210,2038,Bọ Cạp,Scorpio,210,2038-10-23,14,24,khong,tinh-toan,
2038-240,2038,Nhân Mã,Sagittarius,240,2038-11-22,12,11,khong,tinh-toan,
2038-270,2038,Ma Kết,Capricorn,270,2038-12-22,1,40,khong,tinh-toan,
2039-300,2039,Bảo Bình,Aquarius,300,2039-01-20,12,20,khong,tinh-toan,
2039-330,2039,Song Ngư,Pisces,330,2039-02-19,2,22,khong,tinh-toan,
2039-000,2039,Bạch Dương,Aries,0,2039-03-21,1,9,khong,tinh-toan,
2039-030,2039,Kim Ngưu,Taurus,30,2039-04-20,11,56,khong,tinh-toan,
2039-060,2039,Song Tử,Gemini,60,2039-05-21,10,50,khong,tinh-toan,
2039-090,2039,Cự Giải,Cancer,90,2039-06-21,18,39,khong,tinh-toan,
2039-120,2039,Sư Tử,Leo,120,2039-07-23,5,31,khong,tinh-toan,
2039-150,2039,Xử Nữ,Virgo,150,2039-08-23,12,44,khong,tinh-toan,
2039-180,2039,Thiên Bình,Libra,180,2039-09-23,10,35,khong,tinh-toan,
2039-210,2039,Bọ Cạp,Scorpio,210,2039-10-23,20,13,khong,tinh-toan,
2039-240,2039,Nhân Mã,Sagittarius,240,2039-11-22,18,1,khong,tinh-toan,
2039-270,2039,Ma Kết,Capricorn,270,2039-12-22,7,29,khong,tinh-toan,
2040-300,2040,Bảo Bình,Aquarius,300,2040-01-20,18,10,khong,tinh-toan,
2040-330,2040,Song Ngư,Pisces,330,2040-02-19,8,12,khong,tinh-toan,
2040-000,2040,Bạch Dương,Aries,0,2040-03-20,6,58,khong,tinh-toan,
2040-030,2040,Kim Ngưu,Taurus,30,2040-04-19,17,45,khong,tinh-toan,
2040-060,2040,Song Tử,Gemini,60,2040-05-20,16,38,khong,tinh-toan,
2040-090,2040,Cự Giải,Cancer,90,2040-06-21,0,26,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2040-120,2040,Sư Tử,Leo,120,2040-07-22,11,19,khong,tinh-toan,
2040-150,2040,Xử Nữ,Virgo,150,2040-08-22,18,32,khong,tinh-toan,
2040-180,2040,Thiên Bình,Libra,180,2040-09-22,16,24,khong,tinh-toan,
2040-210,2040,Bọ Cạp,Scorpio,210,2040-10-23,2,1,khong,tinh-toan,
2040-240,2040,Nhân Mã,Sagittarius,240,2040-11-21,23,50,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2040-270,2040,Ma Kết,Capricorn,270,2040-12-21,13,19,khong,tinh-toan,
2041-300,2041,Bảo Bình,Aquarius,300,2041-01-19,23,59,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2041-330,2041,Song Ngư,Pisces,330,2041-02-18,14,1,khong,tinh-toan,
2041-000,2041,Bạch Dương,Aries,0,2041-03-20,12,47,khong,tinh-toan,
2041-030,2041,Kim Ngưu,Taurus,30,2041-04-19,23,33,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2041-060,2041,Song Tử,Gemini,60,2041-05-20,22,26,khong,tinh-toan,
2041-090,2041,Cự Giải,Cancer,90,2041-06-21,6,14,khong,tinh-toan,
2041-120,2041,Sư Tử,Leo,120,2041-07-22,17,7,khong,tinh-toan,
2041-150,2041,Xử Nữ,Virgo,150,2041-08-23,0,19,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2041-180,2041,Thiên Bình,Libra,180,2041-09-22,22,12,khong,tinh-toan,
2041-210,2041,Bọ Cạp,Scorpio,210,2041-10-23,7,50,khong,tinh-toan,
2041-240,2041,Nhân Mã,Sagittarius,240,2041-11-22,5,39,khong,tinh-toan,
2041-270,2041,Ma Kết,Capricorn,270,2041-12-21,19,8,khong,tinh-toan,
2042-300,2042,Bảo Bình,Aquarius,300,2042-01-20,5,49,khong,tinh-toan,
2042-330,2042,Song Ngư,Pisces,330,2042-02-18,19,51,khong,tinh-toan,
2042-000,2042,Bạch Dương,Aries,0,2042-03-20,18,37,khong,tinh-toan,
2042-030,2042,Kim Ngưu,Taurus,30,2042-04-20,5,21,khong,tinh-toan,
2042-060,2042,Song Tử,Gemini,60,2042-05-21,4,15,khong,tinh-toan,
2042-090,2042,Cự Giải,Cancer,90,2042-06-21,12,2,khong,tinh-toan,
2042-120,2042,Sư Tử,Leo,120,2042-07-22,22,55,khong,tinh-toan,
2042-150,2042,Xử Nữ,Virgo,150,2042-08-23,6,8,khong,tinh-toan,
2042-180,2042,Thiên Bình,Libra,180,2042-09-23,4,1,khong,tinh-toan,
2042-210,2042,Bọ Cạp,Scorpio,210,2042-10-23,13,39,khong,tinh-toan,
2042-240,2042,Nhân Mã,Sagittarius,240,2042-11-22,11,28,khong,tinh-toan,
2042-270,2042,Ma Kết,Capricorn,270,2042-12-22,0,58,khong,tinh-toan,
2043-300,2043,Bảo Bình,Aquarius,300,2043-01-20,11,38,khong,tinh-toan,
2043-330,2043,Song Ngư,Pisces,330,2043-02-19,1,40,khong,tinh-toan,
2043-000,2043,Bạch Dương,Aries,0,2043-03-21,0,25,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2043-030,2043,Kim Ngưu,Taurus,30,2043-04-20,11,10,khong,tinh-toan,
2043-060,2043,Song Tử,Gemini,60,2043-05-21,10,3,khong,tinh-toan,
2043-090,2043,Cự Giải,Cancer,90,2043-06-21,17,50,khong,tinh-toan,
2043-120,2043,Sư Tử,Leo,120,2043-07-23,4,43,khong,tinh-toan,
2043-150,2043,Xử Nữ,Virgo,150,2043-08-23,11,56,khong,tinh-toan,
2043-180,2043,Thiên Bình,Libra,180,2043-09-23,9,49,khong,tinh-toan,
2043-210,2043,Bọ Cạp,Scorpio,210,2043-10-23,19,28,khong,tinh-toan,
2043-240,2043,Nhân Mã,Sagittarius,240,2043-11-22,17,18,khong,tinh-toan,
2043-270,2043,Ma Kết,Capricorn,270,2043-12-22,6,48,khong,tinh-toan,
2044-300,2044,Bảo Bình,Aquarius,300,2044-01-20,17,27,khong,tinh-toan,
2044-330,2044,Song Ngư,Pisces,330,2044-02-19,7,29,khong,tinh-toan,
2044-000,2044,Bạch Dương,Aries,0,2044-03-20,6,14,khong,tinh-toan,
2044-030,2044,Kim Ngưu,Taurus,30,2044-04-19,16,59,khong,tinh-toan,
2044-060,2044,Song Tử,Gemini,60,2044-05-20,15,52,khong,tinh-toan,
2044-090,2044,Cự Giải,Cancer,90,2044-06-20,23,38,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2044-120,2044,Sư Tử,Leo,120,2044-07-22,10,31,khong,tinh-toan,
2044-150,2044,Xử Nữ,Virgo,150,2044-08-22,17,44,khong,tinh-toan,
2044-180,2044,Thiên Bình,Libra,180,2044-09-22,15,38,khong,tinh-toan,
2044-210,2044,Bọ Cạp,Scorpio,210,2044-10-23,1,17,khong,tinh-toan,
2044-240,2044,Nhân Mã,Sagittarius,240,2044-11-21,23,7,khong,tinh-toan,
2044-270,2044,Ma Kết,Capricorn,270,2044-12-21,12,37,khong,tinh-toan,
2045-300,2045,Bảo Bình,Aquarius,300,2045-01-19,23,17,khong,tinh-toan,
2045-330,2045,Song Ngư,Pisces,330,2045-02-18,13,19,khong,tinh-toan,
2045-000,2045,Bạch Dương,Aries,0,2045-03-20,12,4,khong,tinh-toan,
2045-030,2045,Kim Ngưu,Taurus,30,2045-04-19,22,47,khong,tinh-toan,
2045-060,2045,Song Tử,Gemini,60,2045-05-20,21,40,khong,tinh-toan,
2045-090,2045,Cự Giải,Cancer,90,2045-06-21,5,26,khong,tinh-toan,
2045-120,2045,Sư Tử,Leo,120,2045-07-22,16,19,khong,tinh-toan,
2045-150,2045,Xử Nữ,Virgo,150,2045-08-22,23,32,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2045-180,2045,Thiên Bình,Libra,180,2045-09-22,21,26,khong,tinh-toan,
2045-210,2045,Bọ Cạp,Scorpio,210,2045-10-23,7,6,khong,tinh-toan,
2045-240,2045,Nhân Mã,Sagittarius,240,2045-11-22,4,56,khong,tinh-toan,
2045-270,2045,Ma Kết,Capricorn,270,2045-12-21,18,26,khong,tinh-toan,
2046-300,2046,Bảo Bình,Aquarius,300,2046-01-20,5,7,khong,tinh-toan,
2046-330,2046,Song Ngư,Pisces,330,2046-02-18,19,8,khong,tinh-toan,
2046-000,2046,Bạch Dương,Aries,0,2046-03-20,17,53,khong,tinh-toan,
2046-030,2046,Kim Ngưu,Taurus,30,2046-04-20,4,37,khong,tinh-toan,
2046-060,2046,Song Tử,Gemini,60,2046-05-21,3,27,khong,tinh-toan,
2046-090,2046,Cự Giải,Cancer,90,2046-06-21,11,14,khong,tinh-toan,
2046-120,2046,Sư Tử,Leo,120,2046-07-22,22,7,khong,tinh-toan,
2046-150,2046,Xử Nữ,Virgo,150,2046-08-23,5,20,khong,tinh-toan,
2046-180,2046,Thiên Bình,Libra,180,2046-09-23,3,15,khong,tinh-toan,
2046-210,2046,Bọ Cạp,Scorpio,210,2046-10-23,12,55,khong,tinh-toan,
2046-240,2046,Nhân Mã,Sagittarius,240,2046-11-22,10,46,khong,tinh-toan,
2046-270,2046,Ma Kết,Capricorn,270,2046-12-22,0,16,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2047-300,2047,Bảo Bình,Aquarius,300,2047-01-20,10,56,khong,tinh-toan,
2047-330,2047,Song Ngư,Pisces,330,2047-02-19,0,58,khong,tinh-toan,
2047-000,2047,Bạch Dương,Aries,0,2047-03-20,23,42,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2047-030,2047,Kim Ngưu,Taurus,30,2047-04-20,10,25,khong,tinh-toan,
2047-060,2047,Song Tử,Gemini,60,2047-05-21,9,16,khong,tinh-toan,
2047-090,2047,Cự Giải,Cancer,90,2047-06-21,17,2,khong,tinh-toan,
2047-120,2047,Sư Tử,Leo,120,2047-07-23,3,54,khong,tinh-toan,
2047-150,2047,Xử Nữ,Virgo,150,2047-08-23,11,9,khong,tinh-toan,
2047-180,2047,Thiên Bình,Libra,180,2047-09-23,9,4,khong,tinh-toan,
2047-210,2047,Bọ Cạp,Scorpio,210,2047-10-23,18,44,khong,tinh-toan,
2047-240,2047,Nhân Mã,Sagittarius,240,2047-11-22,16,35,khong,tinh-toan,
2047-270,2047,Ma Kết,Capricorn,270,2047-12-22,6,5,khong,tinh-toan,
2048-300,2048,Bảo Bình,Aquarius,300,2048-01-20,16,46,khong,tinh-toan,
2048-330,2048,Song Ngư,Pisces,330,2048-02-19,6,47,khong,tinh-toan,
2048-000,2048,Bạch Dương,Aries,0,2048-03-20,5,30,khong,tinh-toan,
2048-030,2048,Kim Ngưu,Taurus,30,2048-04-19,16,14,khong,tinh-toan,
2048-060,2048,Song Tử,Gemini,60,2048-05-20,15,4,khong,tinh-toan,
2048-090,2048,Cự Giải,Cancer,90,2048-06-20,22,50,khong,tinh-toan,
2048-120,2048,Sư Tử,Leo,120,2048-07-22,9,42,khong,tinh-toan,
2048-150,2048,Xử Nữ,Virgo,150,2048-08-22,16,57,khong,tinh-toan,
2048-180,2048,Thiên Bình,Libra,180,2048-09-22,14,52,khong,tinh-toan,
2048-210,2048,Bọ Cạp,Scorpio,210,2048-10-23,0,32,khong,tinh-toan,
2048-240,2048,Nhân Mã,Sagittarius,240,2048-11-21,22,24,khong,tinh-toan,
2048-270,2048,Ma Kết,Capricorn,270,2048-12-21,11,55,khong,tinh-toan,
2049-300,2049,Bảo Bình,Aquarius,300,2049-01-19,22,36,khong,tinh-toan,
2049-330,2049,Song Ngư,Pisces,330,2049-02-18,12,36,khong,tinh-toan,
2049-000,2049,Bạch Dương,Aries,0,2049-03-20,11,20,khong,tinh-toan,
2049-030,2049,Kim Ngưu,Taurus,30,2049-04-19,22,2,khong,tinh-toan,
2049-060,2049,Song Tử,Gemini,60,2049-05-20,20,52,khong,tinh-toan,
2049-090,2049,Cự Giải,Cancer,90,2049-06-21,4,38,khong,tinh-toan,
2049-120,2049,Sư Tử,Leo,120,2049-07-22,15,30,khong,tinh-toan,
