id,ngay_duong,ngay_am,thang_am,thang_nhuan,can_chi_ngay,tam_nuong,nguyet_ky,sat_chu_am,sat_chu_duong,tho_tu,tho_tu_theo_chi,so_phep_pham,nguon,ghi_chu
2033-02-13,2033-02-13,14,1,khong,Ất Mùi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-02-14,2033-02-14,15,1,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-15,2033-02-15,16,1,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-16,2033-02-16,17,1,khong,Mậu Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-02-17,2033-02-17,18,1,khong,Kỷ Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-02-18,2033-02-18,19,1,khong,Canh Tý,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-02-19,2033-02-19,20,1,khong,Tân Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-20,2033-02-20,21,1,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-21,2033-02-21,22,1,khong,Quý Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-02-22,2033-02-22,23,1,khong,Giáp Thìn,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-02-23,2033-02-23,24,1,khong,Ất Tỵ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-02-24,2033-02-24,25,1,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-25,2033-02-25,26,1,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-26,2033-02-26,27,1,khong,Mậu Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-02-27,2033-02-27,28,1,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-02-28,2033-02-28,29,1,khong,Canh Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-03-01,2033-03-01,1,2,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-02,2033-03-02,2,2,khong,Nhâm Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-03-03,2033-03-03,3,2,khong,Quý Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2033-03-04,2033-03-04,4,2,khong,Giáp Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-05,2033-03-05,5,2,khong,Ất Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-03-06,2033-03-06,6,2,khong,Bính Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-03-07,2033-03-07,7,2,khong,Đinh Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-03-08,2033-03-08,8,2,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-09,2033-03-09,9,2,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-10,2033-03-10,10,2,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-11,2033-03-11,11,2,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-12,2033-03-12,12,2,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-13,2033-03-13,13,2,khong,Quý Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-03-14,2033-03-14,14,2,khong,Giáp Tý,khong,co,co,khong,khong,khong,2,tinh-toan,
2033-03-15,2033-03-15,15,2,khong,Ất Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-03-16,2033-03-16,16,2,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-17,2033-03-17,17,2,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-18,2033-03-18,18,2,khong,Mậu Thìn,co,khong,khong,khong,khong,co,1,tinh-toan,
2033-03-19,2033-03-19,19,2,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-20,2033-03-20,20,2,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-21,2033-03-21,21,2,khong,Tân Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-22,2033-03-22,22,2,khong,Nhâm Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-03-23,2033-03-23,23,2,khong,Quý Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-03-24,2033-03-24,24,2,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-25,2033-03-25,25,2,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-26,2033-03-26,26,2,khong,Bính Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-03-27,2033-03-27,27,2,khong,Đinh Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2033-03-28,2033-03-28,28,2,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-29,2033-03-29,29,2,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-03-30,2033-03-30,30,2,khong,Canh Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-03-31,2033-03-31,1,3,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-01,2033-04-01,2,3,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-02,2033-04-02,3,3,khong,Quý Mùi,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-04-03,2033-04-03,4,3,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-04,2033-04-04,5,3,khong,Ất Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-04-05,2033-04-05,6,3,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-06,2033-04-06,7,3,khong,Đinh Hợi,co,khong,khong,khong,khong,co,1,tinh-toan,
2033-04-07,2033-04-07,8,3,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-08,2033-04-08,9,3,khong,Kỷ Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-04-09,2033-04-09,10,3,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-10,2033-04-10,11,3,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-11,2033-04-11,12,3,khong,Nhâm Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-12,2033-04-12,13,3,khong,Quý Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-04-13,2033-04-13,14,3,khong,Giáp Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-04-14,2033-04-14,15,3,khong,Ất Mùi,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-04-15,2033-04-15,16,3,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-16,2033-04-16,17,3,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-17,2033-04-17,18,3,khong,Mậu Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-04-18,2033-04-18,19,3,khong,Kỷ Hợi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-04-19,2033-04-19,20,3,khong,Canh Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-20,2033-04-20,21,3,khong,Tân Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-04-21,2033-04-21,22,3,khong,Nhâm Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-04-22,2033-04-22,23,3,khong,Quý Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-04-23,2033-04-23,24,3,khong,Giáp Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-24,2033-04-24,25,3,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-25,2033-04-25,26,3,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-26,2033-04-26,27,3,khong,Đinh Mùi,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-04-27,2033-04-27,28,3,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-28,2033-04-28,29,3,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-04-29,2033-04-29,1,4,khong,Canh Tuất,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-04-30,2033-04-30,2,4,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-01,2033-05-01,3,4,khong,Nhâm Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-05-02,2033-05-02,4,4,khong,Quý Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-03,2033-05-03,5,4,khong,Giáp Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-05-04,2033-05-04,6,4,khong,Ất Mão,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-05-05,2033-05-05,7,4,khong,Bính Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-05-06,2033-05-06,8,4,khong,Đinh Tỵ,khong,khong,khong,khong,co,co,1,tinh-toan,
2033-05-07,2033-05-07,9,4,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-08,2033-05-08,10,4,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-09,2033-05-09,11,4,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-10,2033-05-10,12,4,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-11,2033-05-11,13,4,khong,Nhâm Tuất,co,khong,khong,co,khong,khong,2,tinh-toan,
2033-05-12,2033-05-12,14,4,khong,Quý Hợi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-05-13,2033-05-13,15,4,khong,Giáp Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-14,2033-05-14,16,4,khong,Ất Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-15,2033-05-15,17,4,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-16,2033-05-16,18,4,khong,Đinh Mão,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-05-17,2033-05-17,19,4,khong,Mậu Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-18,2033-05-18,20,4,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-05-19,2033-05-19,21,4,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-20,2033-05-20,22,4,khong,Tân Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-05-21,2033-05-21,23,4,khong,Nhâm Thân,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-05-22,2033-05-22,24,4,khong,Quý Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-23,2033-05-23,25,4,khong,Giáp Tuất,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-05-24,2033-05-24,26,4,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-25,2033-05-25,27,4,khong,Bính Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-05-26,2033-05-26,28,4,khong,Đinh Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-27,2033-05-27,29,4,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-28,2033-05-28,1,5,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-05-29,2033-05-29,2,5,khong,Canh Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-05-30,2033-05-30,3,5,khong,Tân Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-05-31,2033-05-31,4,5,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-01,2033-06-01,5,5,khong,Quý Mùi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-06-02,2033-06-02,6,5,khong,Giáp Thân,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-06-03,2033-06-03,7,5,khong,Ất Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-06-04,2033-06-04,8,5,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-05,2033-06-05,9,5,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-06,2033-06-06,10,5,khong,Mậu Tý,khong,khong,khong,khong,co,co,1,tinh-toan,
2033-06-07,2033-06-07,11,5,khong,Kỷ Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-08,2033-06-08,12,5,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-09,2033-06-09,13,5,khong,Tân Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-06-10,2033-06-10,14,5,khong,Nhâm Thìn,khong,co,khong,co,khong,khong,2,tinh-toan,
2033-06-11,2033-06-11,15,5,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-12,2033-06-12,16,5,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-13,2033-06-13,17,5,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-14,2033-06-14,18,5,khong,Bính Thân,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-06-15,2033-06-15,19,5,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-16,2033-06-16,20,5,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-17,2033-06-17,21,5,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-18,2033-06-18,22,5,khong,Canh Tý,co,khong,khong,khong,khong,co,1,tinh-toan,
2033-06-19,2033-06-19,23,5,khong,Tân Sửu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-06-20,2033-06-20,24,5,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-21,2033-06-21,25,5,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-22,2033-06-22,26,5,khong,Giáp Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-06-23,2033-06-23,27,5,khong,Ất Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-06-24,2033-06-24,28,5,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-25,2033-06-25,29,5,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-26,2033-06-26,30,5,khong,Mậu Thân,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-06-27,2033-06-27,1,6,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-06-28,2033-06-28,2,6,khong,Canh Tuất,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-06-29,2033-06-29,3,6,khong,Tân Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-06-30,2033-06-30,4,6,khong,Nhâm Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-01,2033-07-01,5,6,khong,Quý Sửu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-07-02,2033-07-02,6,6,khong,Giáp Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-03,2033-07-03,7,6,khong,Ất Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-07-04,2033-07-04,8,6,khong,Bính Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-07-05,2033-07-05,9,6,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-06,2033-07-06,10,6,khong,Mậu Ngọ,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-07-07,2033-07-07,11,6,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-08,2033-07-08,12,6,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-09,2033-07-09,13,6,khong,Tân Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-07-10,2033-07-10,14,6,khong,Nhâm Tuất,khong,co,co,khong,khong,khong,2,tinh-toan,
2033-07-11,2033-07-11,15,6,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-12,2033-07-12,16,6,khong,Giáp Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-13,2033-07-13,17,6,khong,Ất Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-14,2033-07-14,18,6,khong,Bính Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-07-15,2033-07-15,19,6,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-16,2033-07-16,20,6,khong,Mậu Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-07-17,2033-07-17,21,6,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-18,2033-07-18,22,6,khong,Canh Ngọ,co,khong,khong,khong,khong,co,1,tinh-toan,
2033-07-19,2033-07-19,23,6,khong,Tân Mùi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-07-20,2033-07-20,24,6,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-21,2033-07-21,25,6,khong,Quý Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-22,2033-07-22,26,6,khong,Giáp Tuất,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-07-23,2033-07-23,27,6,khong,Ất Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-07-24,2033-07-24,28,6,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-25,2033-07-25,29,6,khong,Đinh Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-26,2033-07-26,1,7,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-27,2033-07-27,2,7,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-28,2033-07-28,3,7,khong,Canh Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-07-29,2033-07-29,4,7,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-07-30,2033-07-30,5,7,khong,Nhâm Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-07-31,2033-07-31,6,7,khong,Quý Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-01,2033-08-01,7,7,khong,Giáp Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-08-02,2033-08-02,8,7,khong,Ất Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-03,2033-08-03,9,7,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-04,2033-08-04,10,7,khong,Đinh Hợi,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-08-05,2033-08-05,11,7,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-06,2033-08-06,12,7,khong,Kỷ Sửu,khong,khong,khong,co,khong,co,1,tinh-toan,
2033-08-07,2033-08-07,13,7,khong,Canh Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-08-08,2033-08-08,14,7,khong,Tân Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-08-09,2033-08-09,15,7,khong,Nhâm Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-10,2033-08-10,16,7,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-11,2033-08-11,17,7,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-12,2033-08-12,18,7,khong,Ất Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-08-13,2033-08-13,19,7,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-14,2033-08-14,20,7,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-15,2033-08-15,21,7,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-16,2033-08-16,22,7,khong,Kỷ Hợi,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-08-17,2033-08-17,23,7,khong,Canh Tý,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-08-18,2033-08-18,24,7,khong,Tân Sửu,khong,khong,khong,co,khong,co,1,tinh-toan,
2033-08-19,2033-08-19,25,7,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-20,2033-08-20,26,7,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-21,2033-08-21,27,7,khong,Giáp Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-08-22,2033-08-22,28,7,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-23,2033-08-23,29,7,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-24,2033-08-24,30,7,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-25,2033-08-25,1,8,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-26,2033-08-26,2,8,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-27,2033-08-27,3,8,khong,Canh Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-08-28,2033-08-28,4,8,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-08-29,2033-08-29,5,8,khong,Nhâm Tý,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-08-30,2033-08-30,6,8,khong,Quý Sửu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-08-31,2033-08-31,7,8,khong,Giáp Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-01,2033-09-01,8,8,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-02,2033-09-02,9,8,khong,Bính Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-09-03,2033-09-03,10,8,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-04,2033-09-04,11,8,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-05,2033-09-05,12,8,khong,Kỷ Mùi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-09-06,2033-09-06,13,8,khong,Canh Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-07,2033-09-07,14,8,khong,Tân Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-09-08,2033-09-08,15,8,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-09,2033-09-09,16,8,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-10,2033-09-10,17,8,khong,Giáp Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-11,2033-09-11,18,8,khong,Ất Sửu,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-09-12,2033-09-12,19,8,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-13,2033-09-13,20,8,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-14,2033-09-14,21,8,khong,Mậu Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-09-15,2033-09-15,22,8,khong,Kỷ Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-16,2033-09-16,23,8,khong,Canh Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-09-17,2033-09-17,24,8,khong,Tân Mùi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-09-18,2033-09-18,25,8,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-19,2033-09-19,26,8,khong,Quý Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-20,2033-09-20,27,8,khong,Giáp Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-21,2033-09-21,28,8,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-22,2033-09-22,29,8,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-23,2033-09-23,1,9,khong,Đinh Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2033-09-24,2033-09-24,2,9,khong,Mậu Dần,khong,khong,khong,khong,khong,co,0,tinh-toan,
2033-09-25,2033-09-25,3,9,khong,Kỷ Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-26,2033-09-26,4,9,khong,Canh Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-09-27,2033-09-27,5,9,khong,Tân Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2033-09-28,2033-09-28,6,9,khong,Nhâm Ngọ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2033-09-29,2033-09-29,7,9,khong,Quý Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2033-09-30,2033-09-30,8,9,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-01,2033-10-01,9,9,khong,Ất Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-02,2033-10-02,10,9,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-03,2033-10-03,11,9,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-04,2033-10-04,12,9,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-05,2033-10-05,13,9,khong,Kỷ Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2033-10-06,2033-10-06,14,9,khong,Canh Dần,khong,co,khong,khong,khong,co,1,tinh-toan,
2033-10-07,2033-10-07,15,9,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-08,2033-10-08,16,9,khong,Nhâm Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-09,2033-10-09,17,9,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-10,2033-10-10,18,9,khong,Giáp Ngọ,co,khong,co,khong,khong,khong,2,tinh-toan,
2033-10-11,2033-10-11,19,9,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-12,2033-10-12,20,9,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2033-10-13,2033-10-13,21,9,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
